Reference,Clear ID,Surface,Lemma,Part of Speech,Morph,Gloss,Subject Referents,Subject Referent IDs,Pronominal Referents,Pronominal Referent IDs
MAT 1:2,n40001002002,ἐγέννησεν,γεννάω,verb,V-AAI-3S,"begat","Abraham","n40001002001",
MAT 1:20,n40001020017,φοβηθῇς,φοβέω,verb,V-AOS-2S,"you should fear","Joseph husband of Mary mother of Jesus","n40001020013",
MAT 1:20,n40001020018,παραλαβεῖν,παραλαμβάνω,verb,V-2AAN,"to receive","Joseph husband of Mary mother of Jesus","n40001020013",
MAT 1:20,n40001020027,γεννηθὲν,γεννάω,verb,V-APP-NSN,"having been conceived","","",
MAT 1:20,n40001020030,ἐστιν,εἰμί,verb,V-PAI-3S,"is","in","n40001020025",
MAT 1:21,n40001021001,τέξεται,τίκτω,verb,V-FDI-3S,"She will bear","Mary (mother of Jesus, wife of Joseph)","n40001018013",
MAT 1:21,n40001021005,καλέσεις,καλέω,verb,V-FAI-2S,"you will call","Joseph husband of Mary mother of Jesus","n40001020013",
MAT 1:21,n40001021012,σώσει,σῴζω,verb,V-FAI-3S,"will save","a son","n40001021003",
MAT 1:22,n40001022004,γέγονεν,γίνομαι,verb,V-2RAI-3S,"has come to pass","This","n40001022001",
MAT 1:22,n40001022006,πληρωθῇ,πληρόω,verb,V-APS-3S,"may be fulfilled","having been spoken","n40001022008",
MAT 1:22,n40001022008,ῥηθὲν,εἶπον,verb,V-APP-NSN,"having been spoken","","",
MAT 1:22,n40001022014,λέγοντος,λέγω,verb,V-PAP-GSM,"saying","God","n40001022010",
MAT 1:23,n40001023001,Ἰδοὺ,ὁράω,verb,V-2AMM-2S,"Behold","","",
MAT 1:23,n40001023006,ἕξει,ἔχω,verb,V-FAI-3S,"will hold","virgin","n40001023003",
MAT 1:23,n40001023008,τέξεται,τίκτω,verb,V-FDI-3S,"will bear","Mary (mother of Jesus, wife of Joseph)","n40001023003",
MAT 1:23,n40001023011,καλέσουσιν,καλέω,verb,V-FAI-3P,"they will call","","",
MAT 1:23,n40001023017,ἐστιν,εἰμί,verb,V-PAI-3S,"is","Immanuel","n40001023015",
MAT 1:23,n40001023018,μεθερμηνευόμενον,μεθερμηνεύω,verb,V-PPP-NSN,"being translated","Immanuel","n40001023015",
MAT 1:24,n40001024001,ἐγερθεὶς,ἐγείρω,verb,V-APP-NSM,"Having been awoken","Joseph husband of Mary mother of Jesus","n40001024004",
MAT 1:24,n40001024008,ἐποίησεν,ποιέω,verb,V-AAI-3S,"he did","Joseph","n40001024004",
MAT 1:24,n40001024010,προσέταξεν,προστάσσω,verb,V-AAI-3S,"had commanded","angel","n40001024013",
MAT 1:24,n40001024016,παρέλαβεν,παραλαμβάνω,verb,V-2AAI-3S,"received","Joseph husband of Mary mother of Jesus","n40001024004",
MAT 1:25,n40001025003,ἐγίνωσκεν,γινώσκω,verb,V-IAI-3S,"knew","Joseph husband of Mary mother of Jesus","n40001024004",
MAT 1:25,n40001025007,ἔτεκεν,τίκτω,verb,V-2AAI-3S,"she had brought forth","Mary (mother of Jesus, wife of Joseph)","n40001024018",
MAT 1:25,n40001025010,ἐκάλεσεν,καλέω,verb,V-AAI-3S,"he called","Joseph husband of Mary mother of Jesus","n40001024004",
MAT 2:1,n40002001004,γεννηθέντος,γεννάω,verb,V-APP-GSM,"having been born","Jesus","n40002001003",
MAT 2:1,n40002001014,ἰδοὺ,ὁράω,verb,V-2AMM-2S,"behold","Magi","n40002001015",
MAT 2:1,n40002001018,παρεγένοντο,παραγίνομαι,verb,V-2ADI-3P,"arrived","Magi","n40002001015",
MAT 2:2,n40002002001,λέγοντες,λέγω,verb,V-PAP-NPM,"saying","Wise men from the east","n40002001015",
MAT 2:2,n40002002003,ἐστιν,εἰμί,verb,V-PAI-3S,"is","having been born","n40002002005",
MAT 2:2,n40002002005,τεχθεὶς,τίκτω,verb,V-APP-NSM,"having been born","Christ Jesus","n40002002006",
MAT 2:2,n40002002009,εἴδομεν,ὁράω,verb,V-2AAI-1P,"We saw","Wise men from the east","n40002001015",
MAT 2:2,n40002002018,ἤλθομεν,ἔρχομαι,verb,V-2AAI-1P,"are come","Wise men from the east","n40002001015",
MAT 2:2,n40002002019,προσκυνῆσαι,προσκυνέω,verb,V-AAN,"to worship","Wise men from the east","n40002001015",
MAT 2:3,n40002003001,ἀκούσας,ἀκούω,verb,V-AAP-NSM,"Having heard","King Herod","n40002003004",
MAT 2:3,n40002003006,ἐταράχθη,ταράσσω,verb,V-API-3S,"he was troubled","King","n40002003004",
MAT 2:4,n40002004002,συναγαγὼν,συνάγω,verb,V-2AAP-NSM,"having gathered together","King Herod","n40002003004",
MAT 2:4,n40002004010,ἐπυνθάνετο,πυνθάνομαι,verb,V-INI-3S,"he was inquiring","King Herod","n40002003004",
MAT 2:4,n40002004016,γεννᾶται,γεννάω,verb,V-PPS-3S,"was to be born","Christ","n40002004015",
MAT 2:5,n40002005003,εἶπαν,λέγω,verb,V-2AAI-3P,"they said","chief priests|scribes","n40002004005|n40002004007",
MAT 2:5,n40002005011,γέγραπται,γράφω,verb,V-RPI-3S,"has it been written","least|will come","n40002006007|n40002006016",
MAT 2:6,n40002006008,εἶ,εἰμί,verb,V-PAI-2S,"are","Bethlehem","n40002006003",
MAT 2:6,n40002006016,ἐξελεύσεται,ἐξέρχομαι,verb,V-FDI-3S,"will go forth","leading","n40002006017",
MAT 2:6,n40002006017,ἡγούμενος,ἡγέομαι,verb,V-PNP-NSM,"leading","","",
MAT 2:6,n40002006019,ποιμανεῖ,ποιμαίνω,verb,V-FAI-3S,"will shepherd","leading","n40002006017",
MAT 2:7,n40002007004,καλέσας,καλέω,verb,V-AAP-NSM,"having called","King Herod","n40002007002",
MAT 2:7,n40002007007,ἠκρίβωσεν,ἀκριβόω,verb,V-AAI-3S,"inquired exactly","Herod","n40002007002",
MAT 2:7,n40002007013,φαινομένου,φαίνω,verb,V-PEP-GSM,"appearing","Star that guided wise men to infant Jesus","n40002007014",
MAT 2:8,n40002008002,πέμψας,πέμπω,verb,V-AAP-NSM,"having sent","King Herod","n40002007002",
MAT 2:8,n40002008006,εἶπεν,λέγω,verb,V-2AAI-3S,"he said","King Herod","n40002007002",
MAT 2:8,n40002008007,Πορευθέντες,πορεύομαι,verb,V-AOP-NPM,"Having gone","Wise men from the east","n40002007006",
MAT 2:8,n40002008008,ἐξετάσατε,ἐξετάζω,verb,V-AAM-2P,"search","Wise men from the east","n40002007006",
MAT 2:8,n40002008015,εὕρητε,εὑρίσκω,verb,V-2AAS-2P,"You shall have found","Wise men from the east","n40002007006",
MAT 2:8,n40002008016,ἀπαγγείλατέ,ἀπαγγέλλω,verb,V-AAM-2P,"bring word back","Wise men from the east","n40002007006",
MAT 2:8,n40002008020,ἐλθὼν,ἔρχομαι,verb,V-2AAP-NSM,"having come","King Herod","n40002007002",
MAT 2:8,n40002008021,προσκυνήσω,προσκυνέω,verb,V-AAS-1S,"may worship","Herod","n40002007002",
MAT 2:9,n40002009003,ἀκούσαντες,ἀκούω,verb,V-AAP-NPM,"having heard","Wise men from the east","n40002007006",
MAT 2:9,n40002009006,ἐπορεύθησαν,πορεύομαι,verb,V-AOI-3P,"they went away","Magi","n40002007006",
MAT 2:9,n40002009008,ἰδοὺ,ὁράω,verb,V-2AMM-2S,"behold","","",
MAT 2:9,n40002009012,εἶδον,ὁράω,verb,V-2AAI-3P,"they saw","Wise men from the east","n40002007006",
MAT 2:9,n40002009016,προῆγεν,προάγω,verb,V-IAI-3S,"went before","star","n40002009010",
MAT 2:9,n40002009019,ἐλθὼν,ἔρχομαι,verb,V-2AAP-NSM,"having arrived","Star that guided wise men to infant Jesus","n40002009010",
MAT 2:9,n40002009020,ἐστάθη,ἵστημι,verb,V-API-3S,"it stood","Star that guided wise men to infant Jesus","n40002009010",
MAT 2:9,n40002009023,ἦν,εἰμί,verb,V-IAI-3S,"was","Child","n40002009025",
MAT 2:10,n40002010001,ἰδόντες,ὁράω,verb,V-2AAP-NPM,"Having seen","Wise men from the east","n40002007006",
MAT 2:10,n40002010005,ἐχάρησαν,χαίρω,verb,V-2AOI-3P,"they rejoiced","Wise men from the east","n40002007006",
MAT 2:11,n40002011002,ἐλθόντες,ἔρχομαι,verb,V-2AAP-NPM,"having come","Wise men from the east","n40002007006",
MAT 2:11,n40002011006,εἶδον,ὁράω,verb,V-2AAI-3P,"they found","Wise men from the east","n40002007006",
MAT 2:11,n40002011015,πεσόντες,πίπτω,verb,V-2AAP-NPM,"having fallen down","Wise men from the east","n40002007006",
MAT 2:11,n40002011016,προσεκύνησαν,προσκυνέω,verb,V-AAI-3P,"they worshiped","Wise men from the east","n40002007006",
MAT 2:11,n40002011019,ἀνοίξαντες,ἀνοίγω,verb,V-AAP-NPM,"having opened","Wise men from the east","n40002007006",
MAT 2:11,n40002011023,προσήνεγκαν,προσφέρω,verb,V-AAI-3P,"they offered","Wise men from the east","n40002007006",
MAT 2:12,n40002012002,χρηματισθέντες,χρηματίζω,verb,V-APP-NPM,"having been divinely warned","Wise men from the east","n40002007006",
MAT 2:12,n40002012006,ἀνακάμψαι,ἀνακάμπτω,verb,V-AAN,"to return","Wise men from the east","n40002007006",
MAT 2:12,n40002012012,ἀνεχώρησαν,ἀναχωρέω,verb,V-AAI-3P,"they withdrew","Wise men from the east","n40002007006",
MAT 2:13,n40002013001,Ἀναχωρησάντων,ἀναχωρέω,verb,V-AAP-GPM,"Having withdrawn","Magi","n40002007006",
MAT 2:13,n40002013004,ἰδοὺ,ὁράω,verb,V-2AMM-2S,"behold","an angel","n40002013005",
MAT 2:13,n40002013007,φαίνεται,φαίνω,verb,V-PEI-3S,"appears","an angel","n40002013005",
MAT 2:13,n40002013012,λέγων,λέγω,verb,V-PAP-NSM,"saying","an angel","n40002013005",
MAT 2:13,n40002013013,Ἐγερθεὶς,ἐγείρω,verb,V-APP-NSM,"Having arisen","Joseph husband of Mary mother of Jesus","n40002013011",
MAT 2:13,n40002013014,παράλαβε,παραλαμβάνω,verb,V-2AAM-2S,"take","Joseph husband of Mary mother of Jesus","n40002013011",
MAT 2:13,n40002013022,φεῦγε,φεύγω,verb,V-PAM-2S,"flee","Joseph husband of Mary mother of Jesus","n40002013011",
MAT 2:13,n40002013026,ἴσθι,εἰμί,verb,V-PAM-2S,"remain","Joseph husband of Mary mother of Jesus","n40002013011",
MAT 2:13,n40002013030,εἴπω,λέγω,verb,V-2AAS-1S,"I should tell","an angel","n40002013005",
MAT 2:13,n40002013032,μέλλει,μέλλω,verb,V-PAI-3S,"is about","Herod","n40002013034",
MAT 2:13,n40002013035,ζητεῖν,ζητέω,verb,V-PAN,"to seek","King Herod","n40002013034",
MAT 2:13,n40002013039,ἀπολέσαι,ἀπόλλυμι,verb,V-AAN,"to destroy","King Herod","n40002013034",
MAT 2:14,n40002014003,ἐγερθεὶς,ἐγείρω,verb,V-APP-NSM,"having arisen","Joseph husband of Mary mother of Jesus","n40002013011",
MAT 2:14,n40002014004,παρέλαβεν,παραλαμβάνω,verb,V-2AAI-3S,"he took","to Joseph","n40002013011",
MAT 2:14,n40002014013,ἀνεχώρησεν,ἀναχωρέω,verb,V-AAI-3S,"withdrew","Joseph husband of Mary mother of Jesus","n40002013011",
MAT 2:15,n40002015002,ἦν,εἰμί,verb,V-IAI-3S,"he remained","Joseph husband of Mary mother of Jesus","n40002013011",
MAT 2:15,n40002015009,πληρωθῇ,πληρόω,verb,V-APS-3S,"it might be fulfilled","having been spoken","n40002015011",
MAT 2:15,n40002015011,ῥηθὲν,εἶπον,verb,V-APP-NSN,"having been spoken","","",
MAT 2:15,n40002015017,λέγοντος,λέγω,verb,V-PAP-GSM,"saying","God","n40002015013",
MAT 2:15,n40002015020,ἐκάλεσα,καλέω,verb,V-AAI-1S,"have I called","God","n40002015013",
MAT 2:16,n40002016003,ἰδὼν,ὁράω,verb,V-2AAP-NSM,"having seen","King Herod","n40002016002",
MAT 2:16,n40002016005,ἐνεπαίχθη,ἐμπαίζω,verb,V-API-3S,"he had been outwitted","King Herod","n40002016002",
MAT 2:16,n40002016009,ἐθυμώθη,θυμόω,verb,V-API-3S,"was enraged","Herod","n40002016002",
MAT 2:16,n40002016012,ἀποστείλας,ἀποστέλλω,verb,V-AAP-NSM,"having sent forth","King Herod","n40002016002",
MAT 2:16,n40002016013,ἀνεῖλεν,ἀναιρέω,verb,V-2AAI-3S,"he put to death","King Herod","n40002016002",
MAT 2:16,n40002016034,ἠκρίβωσεν,ἀκριβόω,verb,V-AAI-3S,"he had ascertained","King Herod","n40002016002",
MAT 2:17,n40002017002,ἐπληρώθη,πληρόω,verb,V-API-3S,"was fulfilled","having been spoken","n40002017004",
MAT 2:17,n40002017004,ῥηθὲν,εἶπον,verb,V-APP-NSN,"having been spoken","","",
MAT 2:17,n40002017009,λέγοντος,λέγω,verb,V-PAP-GSM,"saying","Jeremiah the prophet","n40002017006",
MAT 2:18,n40002018004,ἠκούσθη,ἀκούω,verb,V-API-3S,"was heard","A voice","n40002018001",
MAT 2:18,n40002018010,κλαίουσα,κλαίω,verb,V-PAP-NSF,"weeping","Rachel","n40002018009",
MAT 2:18,n40002018016,ἤθελεν,θέλω,verb,V-IAI-3S,"would","Rachel","n40002018009",
MAT 2:18,n40002018017,παρακληθῆναι,παρακαλέω,verb,V-APN,"be comforted","Rachel","n40002018009",
MAT 2:18,n40002018020,εἰσίν,εἰμί,verb,V-PAI-3P,"are they","children","n40002018012",
MAT 2:19,n40002019001,Τελευτήσαντος,τελευτάω,verb,V-AAP-GSM,"Having died","of Herod","n40002019004",
MAT 2:19,n40002019005,ἰδοὺ,ὁράω,verb,V-2AMM-2S,"behold","an angel","n40002019006",
MAT 2:19,n40002019008,φαίνεται,φαίνω,verb,V-PEI-3S,"appears","an angel","n40002019006",
MAT 2:20,n40002020001,λέγων,λέγω,verb,V-PAP-NSM,"saying","an angel","n40002019006",
MAT 2:20,n40002020002,Ἐγερθεὶς,ἐγείρω,verb,V-APP-NSM,"Having arisen","Joseph husband of Mary mother of Jesus","n40002019012",
MAT 2:20,n40002020003,παράλαβε,παραλαμβάνω,verb,V-2AAM-2S,"take","Joseph husband of Mary mother of Jesus","n40002019012",
MAT 2:20,n40002020011,πορεύου,πορεύομαι,verb,V-PNM-2S,"go","Joseph husband of Mary mother of Jesus","n40002019012",
MAT 2:20,n40002020015,τεθνήκασιν,θνῄσκω,verb,V-RAI-3P,"they have died","seeking","n40002020018",
MAT 2:20,n40002020018,ζητοῦντες,ζητέω,verb,V-PAP-NPM,"seeking","","",
MAT 2:21,n40002021003,ἐγερθεὶς,ἐγείρω,verb,V-APP-NSM,"having arisen","Joseph husband of Mary mother of Jesus","n40002019012",
MAT 2:21,n40002021004,παρέλαβεν,παραλαμβάνω,verb,V-2AAI-3S,"he took","Joseph","n40002019012",
MAT 2:21,n40002021012,εἰσῆλθεν,εἰσέρχομαι,verb,V-2AAI-3S,"came","Joseph husband of Mary mother of Jesus","n40002019012",
MAT 2:22,n40002022001,ἀκούσας,ἀκούω,verb,V-AAP-NSM,"Having heard","Joseph husband of Mary mother of Jesus","n40002019012",
MAT 2:22,n40002022005,βασιλεύει,βασιλεύω,verb,V-PAI-3S,"reigns over","Archelaus","n40002022004",
MAT 2:22,n40002022013,ἐφοβήθη,φοβέω,verb,V-AOI-3S,"he was afraid","Joseph husband of Mary mother of Jesus","n40002019012",
MAT 2:22,n40002022015,ἀπελθεῖν,ἀπέρχομαι,verb,V-2AAN,"to go","Joseph husband of Mary mother of Jesus","n40002019012",
MAT 2:22,n40002022016,χρηματισθεὶς,χρηματίζω,verb,V-APP-NSM,"having been divinely warned","Joseph husband of Mary mother of Jesus","n40002019012",
MAT 2:22,n40002022020,ἀνεχώρησεν,ἀναχωρέω,verb,V-AAI-3S,"he withdrew","Joseph husband of Mary mother of Jesus","n40002019012",
MAT 2:23,n40002023002,ἐλθὼν,ἔρχομαι,verb,V-2AAP-NSM,"having come","Joseph husband of Mary mother of Jesus","n40002019012",
MAT 2:23,n40002023003,κατῴκησεν,κατοικέω,verb,V-AAI-3S,"he dwelt","Joseph husband of Mary mother of Jesus","n40002019012",
MAT 2:23,n40002023006,λεγομένην,λέγω,verb,V-PPP-ASF,"being called","Nazareth (city)","n40002023005",
MAT 2:23,n40002023009,πληρωθῇ,πληρόω,verb,V-APS-3S,"it should be fulfilled","having been spoken","n40002023011",
MAT 2:23,n40002023011,ῥηθὲν,εἶπον,verb,V-APP-NSN,"having been spoken","that","n40002023015",
MAT 2:23,n40002023017,κληθήσεται,καλέω,verb,V-FPI-3S,"He will be called","Christ Jesus","n40002021006",
MAT 3:1,n40003001006,παραγίνεται,παραγίνομαι,verb,V-PNI-3S,"comes","John","n40003001007",
MAT 3:1,n40003001010,κηρύσσων,κηρύσσω,verb,V-PAP-NSM,"preaching","John the Baptist","n40003001007",
MAT 3:2,n40003002001,λέγων,λέγω,verb,V-PAP-NSM,"saying","John the Baptist","n40003001007",
MAT 3:2,n40003002002,Μετανοεῖτε,μετανοέω,verb,V-PAM-2P,"Repent","","",
MAT 3:2,n40003002003,ἤγγικεν,ἐγγίζω,verb,V-RAI-3S,"has drawn near","kingdom","n40003002006",
MAT 3:3,n40003003003,ἐστιν,εἰμί,verb,V-PAI-3S,"is","John","n40003001007",
MAT 3:3,n40003003005,ῥηθεὶς,εἶπον,verb,V-APP-NSM,"having been spoken of","","",
MAT 3:3,n40003003010,λέγοντος,λέγω,verb,V-PAP-GSM,"saying","Isaiah the prophet","n40003003007",
MAT 3:3,n40003003012,βοῶντος,βοάω,verb,V-PAP-GSM,"of one crying","","",
MAT 3:3,n40003003016,Ἑτοιμάσατε,ἑτοιμάζω,verb,V-AAM-2P,"Prepare","","",
MAT 3:3,n40003003021,ποιεῖτε,ποιέω,verb,V-PAM-2P,"make","","",
MAT 3:4,n40003004005,εἶχεν,ἔχω,verb,V-IAI-3S,"had","John","n40003004004",
MAT 3:4,n40003004022,ἦν,εἰμί,verb,V-IAI-3S,"was","the food","n40003004021",
MAT 3:5,n40003005002,ἐξεπορεύετο,ἐκπορεύομαι,verb,V-INI-3S,"were going out","Jerusalem","n40003005005",
MAT 3:6,n40003006002,ἐβαπτίζοντο,βαπτίζω,verb,V-IPI-3P,"were being baptized","Jerusalem (addressing the inhabitants)|Judea (the people)|region around","n40003005005|n40003005009|n40003005013",
MAT 3:6,n40003006009,ἐξομολογούμενοι,ἐξομολογέω,verb,V-PMP-NPM,"confessing","Jerusalem (addressing the inhabitants)|Judea (the people)|region around","n40003005005|n40003005009|n40003005013",
MAT 3:7,n40003007001,Ἰδὼν,ὁράω,verb,V-2AAP-NSM,"Having seen","John the Baptist","n40003004004",
MAT 3:7,n40003007008,ἐρχομένους,ἔρχομαι,verb,V-PNP-APM,"coming","many","n40003007003",
MAT 3:7,n40003007012,εἶπεν,λέγω,verb,V-2AAI-3S,"he said","John the Baptist","n40003004004",
MAT 3:7,n40003007017,ὑπέδειξεν,ὑποδείκνυμι,verb,V-AAI-3S,"forewarned","who","n40003007016",
MAT 3:7,n40003007019,φυγεῖν,φεύγω,verb,V-2AAN,"to flee","Pharisees","n40003007014",
MAT 3:7,n40003007022,μελλούσης,μέλλω,verb,V-PAP-GSF,"coming","wrath","n40003007023",
MAT 3:8,n40003008001,ποιήσατε,ποιέω,verb,V-AAM-2P,"Produce","Pharisees","n40003007014",
MAT 3:9,n40003009003,δόξητε,δοκέω,verb,V-AAS-2P,"presume","Pharisees","n40003007014",
MAT 3:9,n40003009004,λέγειν,λέγω,verb,V-PAN,"to say","Pharisees","n40003007014",
MAT 3:9,n40003009008,ἔχομεν,ἔχω,verb,V-PAI-1P,"we have","Pharisees","n40003007014",
MAT 3:9,n40003009011,λέγω,λέγω,verb,V-PAI-1S,"I say","John the Baptist","n40003004004",
MAT 3:9,n40003009015,δύναται,δύναμαι,verb,V-PNI-3S,"able is","God","n40003009017",
MAT 3:9,n40003009022,ἐγεῖραι,ἐγείρω,verb,V-AAN,"to raise up","God","n40003009017",
MAT 3:10,n40003010010,κεῖται,κεῖμαι,verb,V-PNI-3S,"is applied","ax","n40003010004",
MAT 3:10,n40003010015,ποιοῦν,ποιέω,verb,V-PAP-NSN,"producing","tree","n40003010013",
MAT 3:10,n40003010018,ἐκκόπτεται,ἐκκόπτω,verb,V-PPI-3S,"is cut down","every","n40003010011",
MAT 3:10,n40003010022,βάλλεται,βάλλω,verb,V-PPI-3S,"is thrown","tree","n40003010013",
MAT 3:11,n40003011004,βαπτίζω,βαπτίζω,verb,V-PAI-1S,"baptize","John","n40003004004",
MAT 3:11,n40003011013,ἐρχόμενος,ἔρχομαι,verb,V-PNP-NSM,"is coming","","",
MAT 3:11,n40003011016,ἐστιν,εἰμί,verb,V-PAI-3S,"He","after","n40003011011",
MAT 3:11,n40003011019,εἰμὶ,εἰμί,verb,V-PAI-1S,"I am","John the Baptist","n40003004004",
MAT 3:11,n40003011023,βαστάσαι,βαστάζω,verb,V-AAN,"to carry","John the Baptist","n40003004004",
