id	filename	tokens	lemmas
1063941	tlg4102.tlgX02.opp-grc1	Περὶ τῶν διωγμῶν τῆς ἐκκλησίας τῶν προτέρων, καὶ τῶν ἐπὶ τοῦ Ἀντιχρίστου.	περί ὁ  ὁ ἐκκλησία ὁ πρότερος , καί ὁ ἐπί ὁ  .
1063942	tlg4102.tlgX02.opp-grc1	λδ.	.
1063943	tlg4102.tlgX02.opp-grc1	Περὶ τοῦ γενομένου πολέμου μεταξὺ τῶν ἁγίων Ἀγγέλων, καὶ τῶν πονηρῶν δυνάμεων, καὶ τῆς καταπτώσεως τοῦ δράκοντος.	περί ὁ γίγνομαι πόλεμος  ὁ ἅγιος  , καί ὁ πονηρός δύναμις , καί ὁ  ὁ δράκων .
1063944	tlg4102.tlgX02.opp-grc1	λε.	.
1063945	tlg4102.tlgX02.opp-grc1	Ὅπως ὁ δράκων διώκων τὴν ἐκκλησίαν οὐ παύεται.	ὅπως ὁ δράκων διώκω ὁ ἐκκλησία οὐ παύω .
1063946	tlg4102.tlgX02.opp-grc1	λς.	.
1063947	tlg4102.tlgX02.opp-grc1	Περὶ τοῦ θηρίου τοῦ ἔχοντος κέρατα δέκαn καὶ κεφαλὰς ἑπτά.	περί  θηρίον ὁ ἔχω κέρας  n καί κεφαλή  .
1063948	tlg4102.tlgX02.opp-grc1	ὧν μίαν ὡς ἐσφαγμένην ἔφη.	ὅς  ὡς  φημί .
1063949	tlg4102.tlgX02.opp-grc1	λζ.	.
1063950	tlg4102.tlgX02.opp-grc1	Περὶ ἑτέρου θηρίουo δύο κέρατα ἔχοντος, καὶ τῷ πρώτῳ τοὺς ἀνθρώπους πουςp προσάγοντος.	περί ἕτερος θηρίον o γε κέρας ἔχω , καί τῷ πρῶτος ὁ ἄνθρωπος  p προσάγω .
1063951	tlg4102.tlgX02.opp-grc1	λη.	.
1063952	tlg4102.tlgX02.opp-grc1	Πέρι τοῦ ὀνόματος τοῦ θηρίου.	ὁ ὄνομα ὁ  .
1063953	tlg4102.tlgX02.opp-grc1	λθ.	.
1063954	tlg4102.tlgX02.opp-grc1	Περὶ τῶν ρμδ.	περί ὁ  .
1063955	tlg4102.tlgX02.opp-grc1	χιλιάδων τῶν σὺν τῷq ἀρνίῳ ἑστώτων ἐν ὄρει Σιών.	χιλιάς ὁ σύν τῷ q ἀρνίον ἵστημι ἐν ὄρος  .
1063956	tlg4102.tlgX02.opp-grc1	μ.	.
1063957	tlg4102.tlgX02.opp-grc1	Περὶ Ἀγγέλου προαγορεύοντος τὴν ἐγγύτητα τῆς κρίσεως τῆς μελλούσης.	περί   ὁ ἐγγύτης ὁ κρίσις ὁ μέλλω .
1063958	tlg4102.tlgX02.opp-grc1	μα.	.
1063959	tlg4102.tlgX02.opp-grc1	Περὶ δευτέρου Ἀγγέλου, τὴν πτῶσιν Βαβυλῶνος κηρύσσοντος.	περί δεύτερος  , ὁ πτῶσις Βαβυλών κηρύσσω .
1063960	tlg4102.tlgX02.opp-grc1	μβ.	.
1063961	tlg4102.tlgX02.opp-grc1	Περὶ τρίτου Ἀγγέλου ἀσφαλιζομένου τὸν τοῦ Κηίου λαὸν, μὴ δέξασθαι τὸν Ἀντίχριστον.	περί τρίτος   ὁ ὁ  λαός , μή δέχομαι ὁ  .
1063962	tlg4102.tlgX02.opp-grc1	μγ.	.
1063963	tlg4102.tlgX02.opp-grc1	Ὅτι ὁ ἐν τῇ νεφέλῃ καθήμενος, τῷ δρεπάνῳ συντελεῖ τὰ ἐκ τῆς γῆς βλαστάνοντα.	ὅτι ὁ ἐν ὁ νεφέλη  , τῷ  συντελέω ὁ ἐκ ὁ γῆ βλαστάνω .
1063964	tlg4102.tlgX02.opp-grc1	μδ.	.
1063965	tlg4102.tlgX02.opp-grc1	Περὶ ἑτέρου Ἀγγέλου τρυγῶντος τὴν τῆς πικρίας ἄμπελον.	περί ἕτερος   ὁ ὁ πικρία ἄμπελος .
1063966	tlg4102.tlgX02.opp-grc1	με.	.
1063967	tlg4102.tlgX02.opp-grc1	Περὶ τῶν ἑπτὰ Ἀγγέλων τῶν ἐπαγόντων τοῖς ἀνθρώποις τὰς πληγὰς πρὸ τῆς συντελείας·	περί ὁ   ὁ ἐπάγω ὁ ἄνθρωπος ὁ πληγή πρό ὁ συντέλεια ·
1063968	tlg4102.tlgX02.opp-grc1	καὶ περὶ τῆς ὑαλίνης θαλάσσης, ἐν ᾗ τοὺς ἁγίους ἐθεάσατο.	καί περί ὁ ὑάλινος θάλασσα , ἐν ὅς ὁ ἅγιος θεάομαι .
1063969	tlg4102.tlgX02.opp-grc1	μς.	.
1063970	tlg4102.tlgX02.opp-grc1	Ὅπως τῆς πρώτης φιάλης ἐκχυθείσης, ἕλκος κατὰ τῶν γίνεται.	ὁ πρῶτος φιάλη  , ἕλκος κατά ὁ γίγνομαι .
1063971	tlg4102.tlgX02.opp-grc1	μζ.	.
1063972	tlg4102.tlgX02.opp-grc1	Πληγὴ δευτέρα κατὰ τῶν ἐν θαλάσσῃ ἐπιτιμωμένων.	δεύτερος κατά ὁ ἐν θάλασσα  .
1063973	tlg4102.tlgX02.opp-grc1	μὴ.	μή .
1063974	tlg4102.tlgX02.opp-grc1	Ὅπως διὰ τῆς τρίτης, οἱ ποταμοὶ εἰς αἷμα μετακιρνῶνται.	ὅπως διά ὁ τρίτος , ὁ ποταμός εἰς αἷμα  .
1063975	tlg4102.tlgX02.opp-grc1	μθ.	.
1063976	tlg4102.tlgX02.opp-grc1	Ὅπως διὰ τῆς τετάρτης, καυματίζονται οἱ ἄνθρωποι.	ὅπως διά ὁ τέταρτος ,  ὁ ἄνθρωπος .
1063977	tlg4102.tlgX02.opp-grc1	ν.	.
1063978	tlg4102.tlgX02.opp-grc1	ὅπως διὰ τῆς πέμπτης, ἡ βασιλεία τοῦ θηρίου σκοτίζεται.	ὅπως διά ὁ πέμπτος , ὁ βασιλεία ὁ   .
1063979	tlg4102.tlgX02.opp-grc1	να.	.
1063980	tlg4102.tlgX02.opp-grc1	Ὅπως διὰ τῆς ἕκτης, ἡ ὁδὸς διὰ τοῦ Εὐφράτου τοῖς ἀπὸ ἀνατολῶν ἡλίου βασιλεῦσιν ἀνοίγεται.	ὅπως διά ὁ ἕκτη , ὁ ὁδός διά ὁ Εὐφράτης ὁ ἀπό  ἥλιος βασιλεύς ἀνοίγνυμι .
1063981	tlg4102.tlgX02.opp-grc1	νβ.	.
1063982	tlg4102.tlgX02.opp-grc1	Ὅπως διὰ τῆς ἑβδόμης, χάλαζα καὶ σεισμὸς κατὰ τῶν ἀνθρώπων γίνεται.	ὅπως διά ὁ ἕβδομος , χάλαζα καί σεισμός κατά ὁ ἄνθρωπος γίγνομαι .
1063983	tlg4102.tlgX02.opp-grc1	νγ.	.
1063984	tlg4102.tlgX02.opp-grc1	Περὶ τοῦ ἑνὸς τῶν ἑπτὰ Ἀγγέλων δεικνύντος τῷ Εύαγγελιστῇ τὴν τῆς πόρνης πόλεως καθαίρεσιν.	περί ὁ  ὁ    τῷ  ὁ ὁ πόρνη πόλις  .
1063985	tlg4102.tlgX02.opp-grc1	καὶ περὶ τῶν ἑπτὰ κεφαλῶν, καὶ τῶν δέκα κεράτων.	καί περί ὁ   , καί ὁ  κέρας .
1063986	tlg4102.tlgX02.opp-grc1	νδ.	.
1063987	tlg4102.tlgX02.opp-grc1	Ὅπως ὁ Ἄγγελος τὸ ὁραθὲν αὐτῷ μυστήριον ἡρμήνευσεν.	ὅπως ὁ Ἄγγελος ὁ  αὐτός μυστήριον  .
1063988	tlg4102.tlgX02.opp-grc1	νε.	.
1063989	tlg4102.tlgX02.opp-grc1	Περὶ ἑτέρου Ἀγγέλου r τὴν πτῶσιν Βαβυλῶνος δηλοῦντος, κα οὐρανίου φωνῆς τὴν ἐκ τῆς πόλεως φυγὴν ἐντελλομένης, καὶ τῆς ἀποβολῆς τῶν τερπνῶν ὧν τὸ πρὶν ἐκέκτητοs.	περί ἕτερος   ὁ πτῶσις Βαβυλών δηλόω ,  οὐράνιος φωνή ὁ ἐκ ὁ πόλις φυγή  , καί ὁ ἀποβολή ὁ  ὅς ὁ πρίν κτάομαι s .
1063990	tlg4102.tlgX02.opp-grc1	νς.	.
1063991	tlg4102.tlgX02.opp-grc1	Περὶ τῆς τῶν ἁγίων ὑμνῳδίας, καὶ τοῦ τριπλοῦ ἀλληλουΐα ἔψαλλον ἐπὶ τῇ καθαιρέσει Βαβυλῶνος.	περί ὁ ὁ ἅγιος  , καί ὁ   ψάλλω ἐπί ὁ καθαίρεσις Βαβυλών .
1063992	tlg4102.tlgX02.opp-grc1	νζ.	.
1063993	tlg4102.tlgX02.opp-grc1	Περὶ τοῦ μυστικοῦ γάμου, καὶ τοῦ δείπνου τοῦ ἀρνίου.	περί ὁ μυστικός γάμος , καί ὁ δεῖπνος ὁ  .
1063994	tlg4102.tlgX02.opp-grc1	νη.	.
1063995	tlg4102.tlgX02.opp-grc1	Πῶς τὸν Χριστὸν ὁ Εὐαγγελιστὴς ἔφιππον μετὰ ἀγγελικῶν ἐθεάσατο σὺν φόβῳ.	πῶς ὁ Χριστός ὁ  ἔφιππος μετά  θεάομαι σύν φόβος .
1063996	tlg4102.tlgX02.opp-grc1	νθ.	.
1063997	tlg4102.tlgX02.opp-grc1	Περὶ τοῦ Ἀντιχρίστου, καὶ τῶν σὺν αὐτῷ βαλλομένων εἰς γέενναν.	περί ὁ  , καί ὁ σύν αὐτός βάλλω εἰς γέεννα .
1063998	tlg4102.tlgX02.opp-grc1	ξ.	.
1063999	tlg4102.tlgX02.opp-grc1	Ὅπως ὁ Σατανᾶς ἐδέθη ἀπὸ τῆς Χριστοῦ παρουσίας μέχρι τῆς συντελείας, καὶ περὶ τῶν χιλίων ἐτῶν.	ὅπως ὁ Σατάν δέω ἀπό ὁ  παρουσία μέχρι ὁ συντέλεια , καί περί ὁ χίλιοι ἔτος .
1064000	tlg4102.tlgX02.opp-grc1	ξα.	.
1064001	tlg4102.tlgX02.opp-grc1	Περὶ τῶν ἡτοιμασμένων θρόνων τοῖς φυλάξασι τὴν Χριστοῦ ὀμολογίαν σῶανt.	περί ὁ  θρόνος ὁ  ὁ    t .
1064002	tlg4102.tlgX02.opp-grc1	ξβ.	.
1064003	tlg4102.tlgX02.opp-grc1	Τί ἐστιν ἡ πρώτη ἀνάστασις, καὶ τίς ὁ δεύτερος θάνατος.	εἰμί ὁ πρῶτος ἀνάστασις , καί τις ὁ δεύτερος θάνατος .
1064004	tlg4102.tlgX02.opp-grc1	ξγ.	.
1064005	tlg4102.tlgX02.opp-grc1	Περὶ τοῦ Γὼγ καὶ Μαγώγ.	περί ὁ  καί  .
1064006	tlg4102.tlgX02.opp-grc1	ξδ.	.
1064007	tlg4102.tlgX02.opp-grc1	Περὶ τοῦ καθημένου ἐπὶ τοῦ θροῦ, καὶ τῆς κοινῆς ἀναστάσεως καὶ κρίσεως.	περί ὁ  ἐπί ὁ  , καί ὁ κοινός ἀνάστασις καί κρίσις .
1064008	tlg4102.tlgX02.opp-grc1	ξε.	.
1064009	tlg4102.tlgX02.opp-grc1	Περὶ καινῶν οὐρανοῦ τε καὶ γῆς, καὶ τῆς ἄνω Ἱερουσαλήμ.	καινόω οὐρανός τε καί γῆ , καί ὁ ἄνω2  .
1064010	tlg4102.tlgX02.opp-grc1	ξς.	.
1064011	tlg4102.tlgX02.opp-grc1	Περὶ ὧν εἶπεν ὁ ἐν τῷ θρόνῳ καθήμενος καὶ ὁραθείς.	περί  λέγω ὁ ἐν τῷ θρόνος  καί  .
1064012	tlg4102.tlgX02.opp-grc1	ξζ.	.
1064013	tlg4102.tlgX02.opp-grc1	Περὶ τοῦ Ἀγγέλου δεικνύντος αὐτῷ τὴν τῶν ἁγίων πόλιν, καὶ τὸ ταύτης τεῖχος σὺν τοῖς πυλῶσι διαμετροῦντος.	περί ὁ   αὐτός ὁ ὁ ἅγιος πόλις , καί ὁ οὗτος τεῖχος σύν ὁ πυλών  .
1064014	tlg4102.tlgX02.opp-grc1	ξη.	.
1064015	tlg4102.tlgX02.opp-grc1	Περὶ τοῦ καθαροῦ ποταμοῦ τοῦ ὀπτανθέντος ἐκ τοῦ θρόνου πορεύεσθαι.	περί ὁ καθαρός ποταμός ὁ  ἐκ ὁ θρόνος πορεύω .
1064016	tlg4102.tlgX02.opp-grc1	ξθ.	.
1064017	tlg4102.tlgX02.opp-grc1	u Ὅτι Θεὸς τῶν προφητῶν ὁ Χριστὸς, καὶ δεσπότης τῶν ἁπάντων.	ὅτι2  ὁ  ὁ Χριστός , καί δεσπότης ὁ ἅπας .
1064018	tlg4102.tlgX02.opp-grc1	ο.	.
1064019	tlg4102.tlgX02.opp-grc1	u Περὶ τοῦ ἀξιοπίστου τῶν τεθεαμένων τῷ Ἀποστόλῳ.	u περί ὁ ἀξιόπιστος ὁ  ὁ  .
1064020	tlg4102.tlgX02.opp-grc1	οα.	.
1064021	tlg4102.tlgX02.opp-grc1	Ὅπως ἐκελεύθη μὴ σφραγίσαι, ἀλλὰ κηρύξαι τὴν οβ ὅπως ἡ ἐκκλησία καὶ τὸ ἐν αὐτῇ πνεῦμα προσκαλοῦνται τὴν τοῦx Χριστοῦ ἔνδοξον ἐπιφάνειαν.	ὅπως  μή σφραγίζω , ἀλλά κηρύσσω ὁ  ὅπως ὁ  καί ὁ ἐν αὐτός πνεῦμα προσκαλέω ὁ ὁ x Χριστός  ἐπιφάνεια .
1064022	tlg4102.tlgX02.opp-grc1	καὶ περὶ τῆς ἀρᾶς ᾗ ὑποβάλλονται οἱ τὴν βίβλον παραχαράττοντες ὡς ἄκυρον.	καί περί ὁ ἀρά ὅς  ὁ ὁ βύβλος  ὡς ἄκυρος .
1064023	tlg4102.tlgX02.opp-grc1	ΙΩΑΝΝΟΥ TOY ΘΕΟΛΟΓΟΥ ΑΠΟΚΑΛΥΨΙΣ.	.
1064024	tlg4102.tlgX02.opp-grc1	ΚΕΦ.	.
1064025	tlg4102.tlgX02.opp-grc1	Α.	.
1064026	tlg4102.tlgX02.opp-grc1	Προοίμιον τῆς Ἀποκαγλύψεως, καὶ ὅτι δι’ ἀγγέλου αὐτῷ δέδοται.	ὁ  , καί ὅτι2 διά  αὐτός δίδωμι .
1064027	tlg4102.tlgX02.opp-grc1	ἈΠΟΚΑΛΥΨΙΣ Ἰησοῦ Χριστοῦ, ἢν ἔδωκεν αὐτῷ ὁ Θεὸς, δεῖξαι τοῖς δούλοις αὐτοῦ, ἃ δεῖ γενέσθαι ἐν τάχει, καὶ ἐσήμανεν ἀποστείλας διὰ τοῦ Ἀγγέλου αὐτοῦ, τῷ δούλω αὐτοῦ Ἰωάννῃ, ὃς ἐμαρτύρησε τὸν λόγον τοῦ Θεοῦ, καὶ τὴν μαρτυρίαν Ἰησοῦ Χριστοῦ.	Ἰησοῦς  , ἐάν δίδωμι αὐτός ὁ  , δείκνυμι ὁ δοῦλος αὐτός ,  δέω γίγνομαι ἐν τάχος , καί  ἀποστέλλω διά ὁ  αὐτός , τῷ δουλόω αὐτός  , ὅς μαρτυρέω ὁ λόγος ὁ  , καί ὁ μαρτυρία Ἰησοῦς  .
1064028	tlg4102.tlgX02.opp-grc1	.	.
1064029	tlg4102.tlgX02.opp-grc1	ὅσα τε εἶδεν, καὶ ὅσα ἤκουσε, καὶ ἅ τινα δεῖ γενέσθαι μετὰ ταῦτα.	ὅσος τε ὁράω , καί ὅσος ἀκούω , καί ὅς τις δέω γίγνομαι μετά οὗτος .
1064030	tlg4102.tlgX02.opp-grc1	Tινὲς τῶν ἀρχαιοτέρων νοθεύουσι ταύτην τῆς Ἰωάννου τοῦ ἠγαπημένου γλώττης, ἑτέρῳ ταύτην ἀνατιθέντες.	ὁ   οὗτος ὁ Ἰωάννης ὁ  γλῶσσα , ἕτερος οὗτος  .
1064031	tlg4102.tlgX02.opp-grc1	οὐκ ἔστι δὲ οὕτως.	οὐ εἰμί δέ οὕτως .
1064032	tlg4102.tlgX02.opp-grc1	ὁ γὰρ συνεπώνυμος τούτῳ Γρηγόριος ἐνέκρινε ταύτην ταῖς ἀνοθεύτοις,“ ὡς ἡ Ἰωάννου,” φήσας,“ διδάσκει με Ἀποκάλυψις.	ὁ γάρ  οὗτος   οὗτος ὁ  , “ ὡς ὁ Ἰωάννης , ” φημί , “ διδάσκω   .
1064033	tlg4102.tlgX02.opp-grc1	Ἀρχόμενος δὴ γράφειν τοῦ Εὐαγγελίου, τὸν Χριστὸν θεολογῶν πρόεισιν.	δή γράφω ὁ  , ὁ Χριστός  πρόειμι .
