id	filename	tokens	lemmas
731577	tlg5034.tlg001a.perseus-grc1	τὸ θ΄ ἰαμβικὸν δίμετρον ὑπερκατάληκτον, ὅ ἐστιν Ἀλκμανικόν.	ὁ     , ὅς εἰμί  .
731578	tlg5034.tlg001a.perseus-grc1	τὸ ι΄ τροχαικὴ περίοδος ἀπὸ ἰάμβου.	ὁ   περίοδος2 ἀπό ἴαμβος .
731579	tlg5034.tlg001a.perseus-grc1	τὸ ια΄ τροχαικὸν δίμετρον ἀκατάληκτον πλεονάζον τοῦ Εὐριπιδείου συλλαβῇ.	ὁ    ἀκατάληκτος  ὁ  συλλαβή .
731580	tlg5034.tlg001a.perseus-grc1	τὸ ιβ΄ χοριαμβικὸν δίμετρον καταληκτικόν.	ὁ     .
731581	tlg5034.tlg001a.perseus-grc1	τὸ ιγ΄ πενθημιμερὲς κοινὴν λύσιν ἔχον ἰαμβικοῦ καὶ τροχαικοῦ.	ὁ   κοινός λύσις ἔχω  καί  .
731582	tlg5034.tlg001a.perseus-grc1	τὸ ιδ΄ τροχαικὸν δίμετρον καταληκτικὸν Εὐριπίδειον ἑφθημιμερές.	ὁ       .
731583	tlg5034.tlg001a.perseus-grc1	τὸ ιε΄ ἀντισπαστικὸν δίμετρον ἀκατάληκτον ἀπὸ δακτύλου τῆς ἰαμβικῆς ἀρξαμένης ἑπτασήμου.	ὁ    ἀκατάληκτος ἀπό  ὁ ἰαμβικός   .
731584	tlg5034.tlg001a.perseus-grc1	τὸ ις΄ περίοδος ἀπὸ ἰάμβου·	ὁ  περίοδος2 ἀπό ἴαμβος ·
731585	tlg5034.tlg001a.perseus-grc1	καὶ καλεῖται βακχεῖος ἀπὸ τροχαίου.	καί καλέω Βάκχειος ἀπό τροχαῖος .
731586	tlg5034.tlg001a.perseus-grc1	τὸ ιζ΄ ἰαμβικὸν τρίμετρον βραχυκατάληκτον.	ὁ     .
731587	tlg5034.tlg001a.perseus-grc1	τῆς δὲ ἐπῳδοῦ κώλων ιγ΄ τὸ α΄ τροχαϊκὸν δίμετρον ἀπὸ ἰάμβου ὁμοίως τῷ ι΄ τῆς στροφῆς.	ὁ δέ    ὁ    ἀπό ἴαμβος ὅμοιος τῷ  ὁ στροφή .
731588	tlg5034.tlg001a.perseus-grc1	τὸ β΄ χοριαμβικὸν δίμετρον ὑπερκατάληκτον.	ὁ     .
731589	tlg5034.tlg001a.perseus-grc1	τὸ γ΄ ἀντισπαστικὸν δίμετρον ὑπερκατάληκτον τροχαικὸν πενθημιμερές.	ὁ       .
731590	tlg5034.tlg001a.perseus-grc1	τὸ δ΄ ἐκ διμέτρου βραχυκαταλήκτου.	ὁ  ἐκ   .
731591	tlg5034.tlg001a.perseus-grc1	τὸ ε΄ ἐπιωνικὸν τρίμετρον καταληκτικὸν, ὃ καὶ Φαλαίκειον.	ὁ     , ὅς καί  .
731592	tlg5034.tlg001a.perseus-grc1	τὸ ς΄ ἀντισπαστικὸν τρίμετρον καταληκτικόν.	ὁ   τρίμετρος  .
731593	tlg5034.tlg001a.perseus-grc1	τὸ ζ΄ ὅμοιον τῷ ἕκτῳ.	ὁ  ὅμοιος τῷ ἕκτος .
731594	tlg5034.tlg001a.perseus-grc1	τὸ η΄ ἰαμβικὸν δίμετρον βραχυκατάληκτον.	ὁ     .
731595	tlg5034.tlg001a.perseus-grc1	τὸ θ΄ Ἱππωνάκτειον, ἰωνικὸν δίμετρον βραχυκατάληκτον.	ὁ   ,    .
731596	tlg5034.tlg001a.perseus-grc1	τὸ ι΄ ὅμοιον τῷ( Archil.	ὁ  ὅμοιος τῷ (  .
731597	tlg5034.tlg001a.perseus-grc1	fr.	.
731598	tlg5034.tlg001a.perseus-grc1	94, 2), τίς σὰς παρήειρε φρένας;	,  ) , τις  παραείρω φρήν ;
731599	tlg5034.tlg001a.perseus-grc1	τὸ ια΄ ἰωνικὸν παροξύτονον ἀκατάληκτον.	ὁ    ἀκατάληκτος .
731600	tlg5034.tlg001a.perseus-grc1	τὸ ιβ΄ προσοδιακὸν ἐξ ἀντισπάστου καὶ ἰωνικοῦ.	ὁ   ἐκ  καί Ἰωνικός .
731601	tlg5034.tlg001a.perseus-grc1	.	.
731602	tlg5034.tlg001a.perseus-grc1	.	.
731603	tlg5034.tlg001a.perseus-grc1	τὸ ιγ΄ χοριαμβικὸν δίμετρον καταληκτικόν.	ὁ     .
731604	tlg5034.tlg001a.perseus-grc1	τὸ α΄ ἀντισπαστικὸν δίμετρον ἀκατάληκτον Γλυκώνειον.	ὁ    ἀκατάληκτος  .
731605	tlg5034.tlg001a.perseus-grc1	τὸ β΄ τροχαικὸν δίμετρον βραχυκατάληκτον ἰθυφαλλικόν.	ὁ      .
731606	tlg5034.tlg001a.perseus-grc1	τὸ γ΄ χοριαμβικὸν δίμετρον καταληκτικὸν περαιούμενον εἰς ἰαμβικὴν ἢ βακχείαν κατακλεῖδα κατὰ τὴν παράδοσιν.	ὁ      εἰς  ἤ Βάκχειος κατακλείς κατά ὁ παράδοσις .
731607	tlg5034.tlg001a.perseus-grc1	τὸ δ΄ ἀναπαιστικὸν δίμετρον καταληκτικὸν, τὸ λεγόμενον παροιμιακόν.	ὁ     , ὁ λέγω παροιμιακός .
731608	tlg5034.tlg001a.perseus-grc1	τὸ ε΄ ὅμοιον τῷ δευτέρῳ.	ὁ  ὅμοιος τῷ δεύτερος .
731609	tlg5034.tlg001a.perseus-grc1	τὸ ς΄ ὅμοιον τῷ αὐτῷ.	ὁ  ὅμοιος τῷ αὐτός .
731610	tlg5034.tlg001a.perseus-grc1	τὸ ζ΄ τροχαικὸν δίμετρον καταληκτικὸν, Εὐριπίδειον ἢ ληκύθιον.	ὁ     , Εὐριπίδειος ἤ  .
731611	tlg5034.tlg001a.perseus-grc1	τὸ η΄ τροχαικὸν μονόμετρον ὑπερκατάληκτον.	ὁ     .
731612	tlg5034.tlg001a.perseus-grc1	τὸ θ΄ ἰαμβικὸν δίμετρον ὑπερκατάληκτον.	ὁ     .
731613	tlg5034.tlg001a.perseus-grc1	τὸ ι΄ ἐπιωνικὸν ἀντισπαστικὸν δίμετρον καταληκτικὸν τοῦ ἰωνικοῦ ἀπὸ τροχαίου ἀρχομένου.	ὁ      ὁ Ἰωνικός ἀπό τροχαῖος ἄρχω .
731614	tlg5034.tlg001a.perseus-grc1	τὸ ια΄ τροχαικὸν δίμετρον ἀκατάληκτον.	ὁ    ἀκατάληκτος .
731615	tlg5034.tlg001a.perseus-grc1	τὸ ιβ΄ ὅμοιον τῷ τρίτῳ.	ὁ  ὅμοιος ὁ τρίτος .
731616	tlg5034.tlg001a.perseus-grc1	τὸ ιγ΄ προκελευσματικὸν δίμετρον καταληκτικόν·	ὁ     ·
731617	tlg5034.tlg001a.perseus-grc1	ἐν οἷς ὅρα καὶ τὸ θαυμάσιον.	ἐν ὅς ὁράω καί ὁ θαυμάσιος .
731618	tlg5034.tlg001a.perseus-grc1	ὁ τοιόσδε ῥυθμὸς ταχυτῆτι ἁρμόττει·	ὁ τοιόσδε ῥυθμός  ἁρμόζω ·
731619	tlg5034.tlg001a.perseus-grc1	ὅθεν καὶ προκελευσματικός.	ὅθεν καί  .
731620	tlg5034.tlg001a.perseus-grc1	βλέπε τοίνυν τὸν σοφώτατον Πίνδαρον πῶς ἥλω ἐν οἷς τὸν τοιοῦτον ῥυθμὸν εὔσημον διὰ τοῦ λόγου ἀποκαθίστησιν, ἐν τῇ ἐννοίᾳ ταχυτῆτα κατωρθωκὼς ἐν οἷς λέγει·	βλέπω τοίνυν ὁ  Πίνδαρος πῶς ἁλίσκομαι ἐν ὅς ὁ τοιοῦτος ῥυθμός  διά ὁ λόγος  , ἐν ὁ ἔννοια ταχυτής κατορθόω ἐν  λέγω ·
731621	tlg5034.tlg001a.perseus-grc1	ὅθεν ὁ πολύφατος, διὰ τὸ τῆς φήμης ταχύ·	ὅθεν ὁ πολύφατος , διά ὁ ὁ φήμη ταχύς ·
731622	tlg5034.tlg001a.perseus-grc1	καὶ, νόον ὑπὸ γλυκυτάταις, διὰ τὸ τοῦ νοὸς ὀξυκίνητον·	καί , νόος ὑπό  , διά ὁ ὁ νόος  ·
731623	tlg5034.tlg001a.perseus-grc1	καὶ, ὁπότ᾿ ἐκάλεσε πατὴρ, διὰ τὸ τῆς κλήσεως ταχύ·	καί ,  καλέω πατήρ , διά ὁ ὁ κλῆσις ταχύς ·
731624	tlg5034.tlg001a.perseus-grc1	καὶ, ὕδατος ὅτι τε πυρὶ, διὰ τὸ τῶν στοιχείων εὐκίνητον, τοῦ μὲν ἀνωφεροῦς ὄντος, τοῦ δὲ κατωφεροῦς·	καί , ὕδωρ ὅτι2 τε πῦρ , διά ὁ ὁ στοιχεῖον  , ὁ μέν  εἰμί , ὁ δέ  ·
731625	tlg5034.tlg001a.perseus-grc1	καὶ πάλιν, μετὰ τὸ ταχύποτμον·	καί πάλιν , μετά ὁ ταχύποτμος ·
731626	tlg5034.tlg001a.perseus-grc1	καὶ, ἐμὲ δ᾿ ἐπὶ ταχυτάτων·	καί ,   ἐπί ταχύς ·
731627	tlg5034.tlg001a.perseus-grc1	καὶ, Πέλοπος ἵνα ταχυτής·	καί , Πέλοψ ἵνα  ·
731628	tlg5034.tlg001a.perseus-grc1	καὶ ἐπὶ τούτοις τὸ, θεὸς ἐπίτροπος ἐὼν, διὰ τὴν καὶ ὑπὲρ ῥιπὴν ὀφθαλμοῦ ὀξυκινησίαν τοῦ θείου.	καί ἐπί οὗτος ὁ ,  ἐπίτροπος εἰμί , διά ὁ καί ὑπέρ ῥιπή ὀφθαλμός  ὁ θεῖος .
731629	tlg5034.tlg001a.perseus-grc1	τὸ ιδ΄ ὅμοιον τῷ ζ΄.	ὁ  ὅμοιος τῷ  .
731630	tlg5034.tlg001a.perseus-grc1	τὸ ιε΄ ἔκ τε ἀντισπάστου καὶ α΄ παίωνος κατ’ ἀντιπάθειαν καὶ συλλαβῆς.	ὁ  ἐκ τε  καί  Παιάν κατά  καί συλλαβή .
731631	tlg5034.tlg001a.perseus-grc1	τὸ ις΄ ἀντισπαστικὸν τρίμετρον καταληκτικὸν κατ’ ἀντιπάθειαν.	ὁ   τρίμετρος  κατά  .
731632	tlg5034.tlg001a.perseus-grc1	τὸ ιζ΄ ἀντισπαστικὸν, Φαλαίκειον συλλαβῆς δεούσης.	ὁ   ,  συλλαβή δέω .
731633	tlg5034.tlg001a.perseus-grc1	ἡ δὲ ἐπῳδὸς κώλων ιγ΄.	ὁ δέ  κῶλον  .
731634	tlg5034.tlg001a.perseus-grc1	τὸ α΄ παίων δεύτερος καὶ ἰαμβικὸν πενθημιμερές.	ὁ  παίω δεύτερος καί   .
731635	tlg5034.tlg001a.perseus-grc1	τὸ β΄ ἰαμβικὸν πενθημιμερές.	ὁ    .
731636	tlg5034.tlg001a.perseus-grc1	τὸ γ΄ ἀντισπαστικὸν ἑκατέρωθεν ἔχον τὰς ἰαμβικάς.	ὁ   ἑκατέρωθεν ἔχω ὁ  .
731637	tlg5034.tlg001a.perseus-grc1	ἐν δὲ τῷ εὐάνορος ἐκτείνει τὸ ρ.	ἐν δέ τῷ  ἐκτείνω ὁ  .
731638	tlg5034.tlg001a.perseus-grc1	τὸ δέ γε κλέος, κοινὴ συλλαβή.	ὁ δέ γε κλέος , κοινός συλλαβή .
731639	tlg5034.tlg001a.perseus-grc1	τὸ δ΄ ἰαμβικὸν πενθημιμερὲς καὶ ἐφεξῆς τρεῖς ἴαμβοι·	ὁ    καί ἐφεξῆς   ·
731640	tlg5034.tlg001a.perseus-grc1	ὡς εἶναι τρίμετρον μιᾶς δεούσης μέσον συλλαβῆς.	ὡς εἰμί τρίμετρος  δέω μέσος συλλαβή .
731641	tlg5034.tlg001a.perseus-grc1	τὸ ε΄ παιωνικὸν τρίμετρον τοῦ μέσου ὄντος ἐπιτρίτου τρίτου, τοῦ δὲ τελευταίου βακχείου, ὃς εἶδός ἐστι τοῦ παιωνικοῦ.	ὁ    ὁ μέσης εἰμί   , ὁ δέ τελευταῖος  , ὅς εἶδος εἰμί ὁ  .
731642	tlg5034.tlg001a.perseus-grc1	τὸ ς΄ ἀντισπαστικὸν τρίμετρον ἀκατάληκτον ταῖς ἰαμβικαῖς ἀναμεμιγμένον.	ὁ    ἀκατάληκτος ὁ  ἀναμείγνυμι .
731643	tlg5034.tlg001a.perseus-grc1	τὸ ζ΄ ἰωνικὸν ἀπὸ μείζονος δίμετρον ὑπερκατάληκτον ἐπίμικτον πρὸς τὰς τροχαικάς.	ὁ   ἀπό μέγας   ἐπίμεικτος πρός ὁ  .
731644	tlg5034.tlg001a.perseus-grc1	τὸ η΄ ἰαμβικὸν δίμετρον βραχυκατάληκτον.	ὁ     .
731645	tlg5034.tlg001a.perseus-grc1	τὸ θ΄ ἰωνικὸν ἀπὸ μείζονος δίμετρον βραχυκατάληκτον.	ὁ   ἀπό μέγας   .
731646	tlg5034.tlg001a.perseus-grc1	τὸ ι΄ ἰαμβικὸν δίμετρον Ἀνακρεόντειον.	ὁ     .
731647	tlg5034.tlg001a.perseus-grc1	τὸ ια΄ ἰωνικὸν ἀπὸ μείζονος δίμετρον παρατετηρημένον·	ὁ   ἀπό μέγας   ·
731648	tlg5034.tlg001a.perseus-grc1	τὴν γὰρ πρώτην συζυγίαν ἀπὸ βραχείας ἀρχομένην ἐποίησεν.	ὁ γάρ πρῶτος συζυγία ἀπό βραχύς ἄρχω ποιέω .
731649	tlg5034.tlg001a.perseus-grc1	ἤγουν παίωνα δεύτερον.	Παιάν δεύτερος .
731650	tlg5034.tlg001a.perseus-grc1	τὸ ιβ΄ ἐπιωνικὸν ἀπὸ μείζονος τρίμετρον καταληκτικὸν ἐξ ἀντισπάστου·	ὁ   ἀπό μέγας   ἐκ  ·
731651	tlg5034.tlg001a.perseus-grc1	τὴν δὲ κατακλεῖδα ἐκ τροχαίου καὶ τῆς ἀδιαφόρου.	ὁ δέ  ἐκ  καί ὁ  .
731652	tlg5034.tlg001a.perseus-grc1	τὸ ιγ΄ χοριαμβικὸν δίμετρον καταληκτικὸν εἰς ἰαμβικὴν κατακλεῖδα περαιούμενον, τουτέστιν εἰς ἀμφίβραχυν ἢ βακχεῖον διὰ τὸ ἀδιάφορον τῆς τελευταίας.	ὁ     εἰς  κατακλείς περαιόω ,  εἰς  τίη Βακχεῖον διά ὁ ἀδιάφορος ὁ  .
731653	tlg5034.tlg001a.perseus-grc1	Ὑπόθεσις τῶν Ὀλυμπιονίκων.	ὁ  .
731654	tlg5034.tlg001a.perseus-grc1	Inscr.	.
731655	tlg5034.tlg001a.perseus-grc1	a.	.
731656	tlg5034.tlg001a.perseus-grc1	Γέγραπται μὲν ὁ ἐπινίκιος Ἱέρωνι τῷ Γέλωνος ἀδελφῷ νικήσαντι ἵππῳ κέλητι τὴν ος΄ Ὀλυμπιάδα, ἢ ὡς ἔνιοι ἅρματι.	γράφω μέν ὁ ἐπινίκιος Ἱέρων τῷ Γέλων ἀδελφός νικάω ἵππος  ὁ  Ὀλυμπιάς , ἤ ὡς ἔνιοι ἅρμα .
731657	tlg5034.tlg001a.perseus-grc1	ὁ δὲ αὐτὸς νικᾷ καὶ τὴν οζ΄ Ὀλυμπιάδα κέλητι, τῇ δὲοη΄ Ὀλυμπιάδι τεθρίππῳ, ἐν ᾗ Ὀλυμπιάδι ἐτελεύτα.	ὁ δέ αὐτός νικάω καί ὁ  Ὀλυμπιάς  , ὁ δέ οη΄ Ὀλυμπιάς τέθριππος , ἐν  Ὀλυμπιάς τελευτάω .
731658	tlg5034.tlg001a.perseus-grc1	τὸ δὲ ὄνομα τοῦ νικῶντος ἵππου Φερένικός ἐστι·	ὁ δέ ὄνομα ὁ νικάω ἵππος  εἰμί ·
731659	tlg5034.tlg001a.perseus-grc1	μέμνηται δὲ αὐτοῦ Βακχυλίδης γράφων οὕτως(V, 37)·	μιμνήσκω δέ αὐτός Βακχυλίδης γράφω οὕτως ( V ,  ) ·
731660	tlg5034.tlg001a.perseus-grc1	ξανθότριχα μὲν Φερένικον Ἀλφεὸν παρ’ εὐρυδίναν πῶλον ἀελλοδρόμαν εἶδε νικάσαντα.	μέν Φερένικος Ἀλφεός παρά  πῶλος  ὁράω νικάω .
731661	tlg5034.tlg001a.perseus-grc1	ἦν δὲ Ἱέρων Δεινομένους παῖς·	εἰμί δέ Ἱέρων Δεινομένης παῖς ·
731662	tlg5034.tlg001a.perseus-grc1	Δεινομένους δὲ παῖδες τέσσαρες·	Δεινομένης δέ παῖς τέσσαρες ·
731663	tlg5034.tlg001a.perseus-grc1	Γέλων Ἱέρων Πολύζηλος Θρασύβουλος·	Γέλων Ἱέρων Πολύζηλος Θρασύβουλος ·
731664	tlg5034.tlg001a.perseus-grc1	τὸ γένος τύραννος Συρακουσίων τῶν ἐπὶ Σικελίᾳ·	ὁ γένος τύραννος  ὁ ἐπί Σικελία ·
731665	tlg5034.tlg001a.perseus-grc1	υἱὸν δὲ ἔσχε Δεινομένη.	υἱός δέ ἔχω  .
731666	tlg5034.tlg001a.perseus-grc1	νικήσας δὲ τὰ Ὀλύμπια ἀνεκήρυξεν ἑαυτὸν Συρακούσιον καὶ Αἰτναῖον, κτίσας τὴν παρακειμένην πόλιν τῇ Σικελίᾳ πόλιν Αἴτνην ὁμώνυμον τῷ ὄρει.	νικάω δέ ὁ Ὀλύμπιος  ἑαυτοῦ Συρακόσιος καί Αἰτναῖος , κτίζω ὁ  πόλις ὁ Σικελία πόλις Αἴτνη ὁμώνυμος τῷ ὄρος .
731667	tlg5034.tlg001a.perseus-grc1	1 d Q a b.	.
731668	tlg5034.tlg001a.perseus-grc1	ἄλλως.	ἄλλος .
731669	tlg5034.tlg001a.perseus-grc1	γέγραπται ὁ ἐπινίκιος Ἱέρωνι τῷ Γέλωνος ἀδελφῷ νικήσαντι ἵππῳ κέλητι τὴν ος΄ Ὀλυμπιάδα, ἢ ὡς ἔνιοι ἅρματι.	γράφω ὁ ἐπινίκιος Ἱέρων τῷ Γέλων ἀδελφός νικάω ἵππος  ὁ  Ὀλυμπιάς , ἤ ὡς ἔνιοι ἅρμα .
731670	tlg5034.tlg001a.perseus-grc1	συνέβη δὲ αὐτὸν νικήσαντα καὶ τὴν οη΄ Ὀλυμπιάδα ἐν ταύτῃ τελευτῆσαι.	συμβαίνω δέ αὐτός νικάω καί ὁ  Ὀλυμπιάς ἐν οὗτος τελευτάω .
731671	tlg5034.tlg001a.perseus-grc1	τὸ δὲ ὄνομα τοῦ νικῶντος ἵππου Φερένικός ἐστιν.	ὁ δέ ὄνομα ὁ νικάω ἵππος  εἰμί .
731672	tlg5034.tlg001a.perseus-grc1	μέμνηται δὲ αὐτοῦ Βακχυλίδης γράφων οὕτως·	μιμνήσκω δέ αὐτός Βακχυλίδης γράφω οὕτως ·
731673	tlg5034.tlg001a.perseus-grc1	ξανθότριχα μὲν Φερένικον Ἀλφεὸν παρ’ εὐρυδίναν πῶλον ἀελλοδρόμον νικήσαντα.	μέν Φερένικος Ἀλφεός παρά  πῶλος  νικάω .
731674	tlg5034.tlg001a.perseus-grc1	1 d D a.	.
731675	tlg5034.tlg001a.perseus-grc1	ἄριστον μὲν ὕδωρ :	ἄριστος μέν ὕδωρ
731676	tlg5034.tlg001a.perseus-grc1	τρία ἐν ἀνθρώποις ὁ Πίνδαρος ἄριστα εἶναι λέγει·	ἐν ἄνθρωπος ὁ Πίνδαρος ἄριστος εἰμί λέγω ·
731677	tlg5034.tlg001a.perseus-grc1	ἄριστον μὲν ὕδωρ εἰς τὸ ζῆν, οὗ ἄνευ βιοτεύειν ἀδύνατον·	ἄριστος μέν ὕδωρ εἰς ὁ ζήω , οὗ ἄνευ βιοτεύω ἀδύνατος ·
731678	tlg5034.tlg001a.perseus-grc1	εἶτα χρυσὸν ἐν πλούτῳ τῶν ἄλλων χρημάτων ἐκπρέποντα καθάπερ ἐν νυκτὶ πῦρ·	εἶτα χρυσός ἐν πλοῦτος ὁ ἄλλος χρῆμα  καθά ἐν νύξ πῦρ ·
731679	tlg5034.tlg001a.perseus-grc1	πρὸς δὲ δόξαν τὴν Ὀλυμπίασι νίκην.	πρός δέ δόξα ὁ  νίκη .
731680	tlg5034.tlg001a.perseus-grc1	1 d AC b.	.
731681	tlg5034.tlg001a.perseus-grc1	ὁ δὲ νοῦς τοῦ προοιμίου ὅλου τοιοῦτος·	ὁ δέ νόος ὁ   τοιοῦτος ·
731682	tlg5034.tlg001a.perseus-grc1	ὥσπερ τὸ μὲν ὕδωρ τῶν ἄλλων στοιχείων χρησιμώτερον, ὁ δὲ χρυσὸς τῆς λοιπῆς ὕλης προτιμότερος, οὕτως καὶ ὁ Ὀλυμπιακὸς ἀγὼν προτιμότερος τῶν ἄλλων.	ὥσπερ ὁ μέν ὕδωρ ὁ ἄλλος  χρήσιμος , ὁ δέ χρυσός ὁ λοιπός ὕλη  , οὕτως καί ὁ Ὀλυμπιακός ἀγών  ὁ ἄλλος .
731683	tlg5034.tlg001a.perseus-grc1	καὶ δευτέραν ἀπόδειξιν συγκριτικὴν ποιεῖται, τῶν τοῦ πλούτου χρημάτων ἀξιολογώτερον καὶ τιμιώτερον ἀποδεικνὺς τὸν χρυσόν.	καί δεύτερος ἀπόδειξις  ποιέω , ὁ ὁ πλοῦτος χρῆμα ἀξιόλογος καί τίμιος ἀποδείκνυμι ὁ χρυσός .
731684	tlg5034.tlg001a.perseus-grc1	εἰ δὲ μὴ ἐβράδυνεν, ἠρκέσθη ἂν εἰς τὸν περὶ τῶν στοιχείων λόγον, καίτοι κεφαλαιωδέστερον ὄντα.	εἰ δέ μή βραδύνω , ἀρκέω ἐάν εἰς ὁ περί ὁ  λόγος , καίτοι  εἰμί .
731685	tlg5034.tlg001a.perseus-grc1	ἀλλὰ πολύς ἐστιν ἐγκωμιάζων τὸν πλοῦτον, καί φαμεν ἡττᾶσθαι αὐτὸν τῆς ἑαυτοῦ φύσεως φιλοχρημάτου τυγχανούσης.	ἀλλά πολύς εἰμί ἐγκωμιάζω ὁ πλοῦτος , καί φημί ἡσσάομαι αὐτός ὁ ἑαυτοῦ φύσις φιλοχρήματος τυγχάνω .
731686	tlg5034.tlg001a.perseus-grc1	c.	.
731687	tlg5034.tlg001a.perseus-grc1	ὁ δὲ νοῦς·	ὁ δέ νόος ·
731688	tlg5034.tlg001a.perseus-grc1	ὁ δὲ χρυσὸς ἐν ἅπασι τοῖς κτήμασι τοῦ δυνατοῦ πλούτου οὕτω διαλάμπει ὡς ἐν νυκτὶ πῦρ καιόμενον.	ὁ δέ χρυσός ἐν ἅπας ὁ κτῆμα ὁ δυνατός πλοῦτος οὕτως διαλάμπω ὡς ἐν νύξ πῦρ καίω .
731689	tlg5034.tlg001a.perseus-grc1	1 e AC 1 gD 4Ed.	D  d .
731690	tlg5034.tlg001a.perseus-grc1	ἄριστον μὲν ὕδωρ :	ἄριστος μέν ὕδωρ
731691	tlg5034.tlg001a.perseus-grc1	ἀρχὴ γὰρ τῶν ὅλων κατὰ Θαλῆν τὸ ὕδωρ.	ἀρχή γάρ ὁ ὅλος κατά Θαλῆς ὁ ὕδωρ .
731692	tlg5034.tlg001a.perseus-grc1	τὸ δὲ ἑξῆς τοῦ λόγου·	ὁ δέ ἑξῆς ὁ λόγος ·
731693	tlg5034.tlg001a.perseus-grc1	ὁ δὲ χρυσὸς διαπρέπει μεγάνορος ἔξοχα πλούτου, ἅτε αἰθόμενον πῦρ ἐν νυκτί.	ὁ δέ χρυσός διαπρέπω μεγάνωρ ἔξοχος πλοῦτος ,  αἴθω πῦρ ἐν νύξ .
731694	tlg5034.tlg001a.perseus-grc1	διάδηλός ἐστιν ὁ ἐν πλοῦτῳ χρυσός.	εἰμί ὁ ἐν  χρυσός .
731695	tlg5034.tlg001a.perseus-grc1	1 b AC 1 a D inscr.	.
731696	tlg5034.tlg001a.perseus-grc1	bQa1f HQbe.	Q a 1 f  b e .
731697	tlg5034.tlg001a.perseus-grc1	ἄλλως.	ἄλλος .
731698	tlg5034.tlg001a.perseus-grc1	οὐδὲν ἕτερόν τι αὐτῷ τὸ προοίμιον βούλεται ἢ τεσσάρων ὄντων τῶν ἱερῶν ἀγώνων συγκριτικῶς ἐπιδοξότερον τὸν Ὀλυμπιακὸν ἀποφῆναι.	οὐδείς  τις αὐτός ὁ  βούλομαι ἤ τέσσαρες εἰμί ὁ ἱερός ἀγών συγκριτικός  ὁ   .
