id	filename	tokens	lemmas
1284808	tlg1409.opp003.1st1K-grc1	ἀπὸ δὲ Κοδριδῶν οὐκέτι βασιλεῖς ᾑροῦντο διὰ τὸ δοκεῖν τρυφᾶν καὶ μαλακούς γεγονέναι.	ἀπό δέ Κοδρίδης οὐκέτι βασιλεύς αἱρέω διά ὁ δοκέω τρυφάω καί μαλακός γίγνομαι .
1284809	tlg1409.opp003.1st1K-grc1	Ἱππομένης δὲ εἷς τῶν Κοδριδῶν βουλόμενος ἀπύσασθαι τὴv διαβολήν, λαβὼν ἐπὶ τῇ θυγατρὶ Λειμώνῃ μοιχόν, ἐκεῖνον μὲν ἀνεῖλεν ὑποζεύξας μετὰ τῆς θυγατρὸς τῷ ἅρματι, τὴν δὲ ἵππῳ συνέκλεισεν ἕως <ἂν> ἀπόληται.	δέ  ὁ Κοδρίδης    διαβολή , λαμβάνω ἐπί ὁ θυγάτηρ  μοιχός , ἐκεῖνος μέν ἀναιρέω ὑποζεύγνυμι μετά ὁ θυγάτηρ τῷ ἅρμα , ὁ δέ ἵππος συγκλείω ἕως   .
1284810	tlg1409.opp003.1st1K-grc1	2.	.
1284811	tlg1409.opp003.1st1K-grc1	τοὺς μετὰ Κύλωνος διὰ τὴν τυραννίδα ἐπὶ τὸν βωμὸν τῆς θεοῦ πεφευγότας οἱ περὶ μεγακλέα ἀπέκτειναν.	ὁ μετά Κύλων διά ὁ τυραννίς ἐπί ὁ βωμός ὁ θεός φεύγω ὁ περί  ἀποκτείνω .
1284812	tlg1409.opp003.1st1K-grc1	καὶ τοὺς δράσαντας ὡς ἐναγεῖς ἤλαυνον.	καί ὁ δράω ὡς ἐναγής ἐλαύνω .
1284813	tlg1409.opp003.1st1K-grc1	3.	.
1284814	tlg1409.opp003.1st1K-grc1	Σόλων νομοθετῶν Ἀθηναίοις καὶ χρεῶν ἀποκοπάς ἐποίησε, τὴν σεισάχθειαν καλουμένην.	Σόλων νομοθετέω Ἀθήναιος καί χρέος ἀποκοπή ποιέω , ὁ σεισάχθεια καλέω .
1284815	tlg1409.opp003.1st1K-grc1	ὡς δ᾿ ἐνώχλουν αὐτῷ τινες περὶ τῶν νόμων, ἀπεδήμησεν εἰς Αἴγυπτον.	ὡς  ἐνοχλέω αὐτός τις περί ὁ νόμος , ἀποδημέω εἰς Αἴγυπτος .
1284816	tlg1409.opp003.1st1K-grc1	4.	.
1284817	tlg1409.opp003.1st1K-grc1	Πεισίστρατος τριάκοντα καὶ τρία ἔτη τυραννήσας γηράσας ἀπέθανε.	Πεισίστρατος  καί  ἔτος τυραννεύω γηράσκω ἀποθνῄσκω .
1284818	tlg1409.opp003.1st1K-grc1	Ἵππαρχος ὁ υἱὸς Πεισιστράτου παιδιώδης ἧν καὶ ἐρωτικὸς καὶ φιλότοῦτον Θεσσαλὸς δὲ νεώτερος καὶ θρασύς.	Ἵππαρχος ὁ υἱός Πεισίστρατος   καί ἐρωτικός καί  Θεσσαλός δέ νέος καί θρασύς .
1284819	tlg1409.opp003.1st1K-grc1	τοῦτον τυραννοῦντα μὴ δυνηθέντες ἀνελεῖν Ἵππαρχον ἀπέκτειναν τὸν ἀδελφὸν αὐτοῦ.	οὗτος τυραννεύω μή δύναμαι ἀναιρέω Ἵππαρχος ἀποκτείνω ὁ ἀδελφός αὐτός .
1284820	tlg1409.opp003.1st1K-grc1	Ἰππίας δὲ πικρότατα ἐτυράννει.	δέ πικρός τυραννεύω .
1284821	tlg1409.opp003.1st1K-grc1	καὶ τὸν περὶ ὀστρακισμοῦ νόμον εἰσηγήσατο, ὅς ἐτέθη διὰ τοὺς τουραννιῶντας.	καί ὁ περί  νόμος εἰσηγέομαι , ὅς τίθημι διά ὁ  .
1284822	tlg1409.opp003.1st1K-grc1	καὶ ἄλλοι τε ὠστρακίσθησαν καὶ Ξάνθιππος καὶ Ἀριστείδης.	καί  τε  καί Ξάνθιππος καί Ἀριστείδης .
1284823	tlg1409.opp003.1st1K-grc1	5 7.	.
1284824	tlg1409.opp003.1st1K-grc1	Θεμιστοκλῆς καὶ Ἀριστείδης.	Θεμιστοκλέης καί Ἀριστείδης .
1284825	tlg1409.opp003.1st1K-grc1	καὶ ἡ ἐξ ἀρείου πάγου βουλὴ πολλὰ ἐδύνατο.	καί ὁ ἐκ ἄρειος πάγος βουλή πολύς δύναμαι .
1284826	tlg1409.opp003.1st1K-grc1	6 5.	.
1284827	tlg1409.opp003.1st1K-grc1	Ἐφιάλτης ***.	Ἐφιάλτης  * * .
1284828	tlg1409.opp003.1st1K-grc1	<Κίμων> τοὺς ἰδίους ἀγροὺς ὀπωρίζειν παρεὶχε τοῖς βουλομένοις, ἐξ ὧν πολλοὺς ἐδείπνιζε.	ὁ ἴδιος ἀγρός ὀπωρίζω  ὁ  , ἐκ ὅς πολύς δειπνίζω .
1284829	tlg1409.opp003.1st1K-grc1	7 6.	.
1284830	tlg1409.opp003.1st1K-grc1	Κλέων παραλαβὼν διέφθειρε τὸ πολίτευμα.	Κλέων παραλαμβάνω διαφθείρω ὁ πολίτευμα .
1284831	tlg1409.opp003.1st1K-grc1	καὶ ἔτι μᾶλλον οἱ μετ’ αὐτόν, οἵ πάντα 'νομίας ἐνέπλησαν καὶ ἄνεῖλον οὐκ ἐλάσσους χιλίωνφ.	καί ἔτι μᾶλλον ὁ μετά αὐτός , ὁ πᾶς  ἐμπίμπλημι καί  οὐ ἐλάσσων χίλιοι φ .
1284832	tlg1409.opp003.1st1K-grc1	ݲ τούτων δὲ καταλυθέντων Θρασύβουλος καὶ ῾Ρίνων προειστήκεσαν, ὅςἧν ἀνὴρ καλὸς καὶ ἀγαθός.	οὗτος δέ καταλύω Θρασύβουλος καί  προΐστημι , ὅς ἧν ἀνήρ καλός καί ἀγαθός .
1284833	tlg1409.opp003.1st1K-grc1	* *** 8.	* *  .
1284834	tlg1409.opp003.1st1K-grc1	καὶ τῶν ὁδῶν ἐπιμελοῦνται ὅπως μή τινες κατοικοδομῶσιν αὐτὰς ἢδρυφάκτους ὑπερτείνωσιν.	καί ὁ ὁδός ἐπιμελέομαι ὅπως μή τις  αὐτός   .
1284835	tlg1409.opp003.1st1K-grc1	ὁμοίως δὲ καθιστᾶσι καὶ τοὺς ἕνδεκα τοὺς ἐπιμελησομένους τῶν ἐν τῷ δεσμωτηρίῳ.	ὅμοιος δέ  καί ὁ ἕνδεκα ὁ  ὁ ἐν ὁ δεσμωτήριον .
1284836	tlg1409.opp003.1st1K-grc1	εἰσὶ δὲ καὶ ἐννέα ἄρχοντες.	εἰμί δέ καί   .
1284837	tlg1409.opp003.1st1K-grc1	θεσμοθέται ς,ݲ οἵ δοκιμασθέντες ὀμνύουσι δικαίως ἄρξειν καὶ δῶρα μὴ λήψεσθαι ἢ ἀνδριάντα χρυσοῦν ἀνθήσειν.	, ݲ ὁ δοκιμάζω ὄμνυμι δίκαιος ἄρχω καί δῶρον μή λαμβάνω τίη  χρύσεος  .
1284838	tlg1409.opp003.1st1K-grc1	ὁ δὲ βασιλεὺς τὰ κατὰ τὰς θυσίας διοικεῖ.	ὁ δέ βασιλεύς ὁ κατά ὁ θυσία διοικέω .
1284839	tlg1409.opp003.1st1K-grc1	καὶ <ὁ πολέμαρχος> τὰ πολέμαι.	καί   ὁ  .
