id	filename	tokens	lemmas
948947	tlg4036.tlg023.cypria-grc1	ἔπειτα δὲ Ἀφροδίτης ὑ̈ποθεμένης, ναυπηγεῖται·	ἔπειτα δέ Ἀφροδίτη  ,  ·
948948	tlg4036.tlg023.cypria-grc1	καὶ Ἕλενος περὶ τῶν μελλόντων αὐτοῖς προθεσπίζει·	καί Ἕλενος περί ὁ μέλλω αὐτός προθεσπίζω ·
948949	tlg4036.tlg023.cypria-grc1	καὶ ἡ Ἀφροδίτη Αἰνείαν συμπλεῖν αὐτῶ κελεύει·	καί ὁ Ἀφροδίτη Αἰνείας συμπλέω  κελεύω ·
948950	tlg4036.tlg023.cypria-grc1	καὶ Κασσάνδρα περὶ τῶν μελλόντων προδηλοῖ·	καί Κασσάνδρα περί ὁ μέλλω προδηλόω ·
948951	tlg4036.tlg023.cypria-grc1	ἐπιβὰς δὲ τῇ Λακεδαιμονίᾳ Ἀλέξανδρος, ξενίζεται παρὰ τοῖς Τυνδαρίδαις·	ἐπιβαίνω δέ ὁ  Ἀλέξανδρος , ξενίζω παρά ὁ Τυνδάρεος ·
948952	tlg4036.tlg023.cypria-grc1	καὶ μετα ταῦτ ταῦτ α ἐν τῇ Σπάρτῃ παρὰ Μενελάῳ καὶ Ἑλένῃ παρὰ τὴν εὐωχίαν δίδωσι δῶρα ὁ Ἀλέξανδρος·	καί     ἐν ὁ Σπάρτη παρά Μενέλαος καί Ἑλένη παρά ὁ εὐωχία δίδωμι δῶρον ὁ Ἀλέξανδρος ·
948953	tlg4036.tlg023.cypria-grc1	καὶ μετα ταῦτ ταῦτ α Μενέλαος εἰς Κρήτην ἐκπλεῖ·	καί     Μενέλαος εἰς Κρήτη ἐκπλέω ·
948954	tlg4036.tlg023.cypria-grc1	κελεύσας τὴν Ἑλένην τοῖς ξένοις τὰ ἐπιτήδεια παρέχειν ἕως ἂν ἀπαλλαγῶσιν·	κελεύω ὁ Ἑλένη ὁ ξένος ὁ ἐπιτήδειος παρέχω ἕως ἄν  ·
948955	tlg4036.tlg023.cypria-grc1	ἐν τούτῳ δὲ Ἀφροδίτη συνάγει τὴν Ἑλένην τῶ Ἀλεξάνδρῳ·	ἐν οὗτος δέ Ἀφροδίτη συνάγω ὁ Ἑλένη  Ἀλέξανδρος ·
948956	tlg4036.tlg023.cypria-grc1	καὶ μετὰ τὴν μίξιν τὰ πλεῖστα κτήματα ἐνθέμενοι, νυκτὸς ἀποπλέουσι·	καί μετά ὁ μίξις ὁ πλεῖστος κτῆμα ἐντίθημι , νύξ  ·
948957	tlg4036.tlg023.cypria-grc1	χειμῶνα δὲ αὐτοῖς ἐφίστησιν Ἥρα·	χειμών δέ αὐτός  Ἥρα ·
948958	tlg4036.tlg023.cypria-grc1	καὶ προσενεχθεὶς Σιδῶνι ὁ Ἀλέξανδρος, αἴρει τὴν πόλιν·	καί προσφέρω Σιδών ὁ Ἀλέξανδρος , αἴρω ὁ πόλις ·
948959	tlg4036.tlg023.cypria-grc1	καὶ ἀποπλεύσας εἰς Ἴ̈λιον, γάμους τῆς Ἑλένης ἐπετέλεσεν·	καί ἀποπλέω εἰς  , γάμος ὁ Ἑλένη ἐπιτελέω ·
948960	tlg4036.tlg023.cypria-grc1	ἐν τούτῳ δὲ Κάστωρ μετὰ Πολυδεύκους.	ἐν οὗτος δέ Κάστωρ μετά Πολυδεύκης .
948961	tlg4036.tlg023.cypria-grc1	τὰς Ἴ̈δα καὶ Λϋγέως βοῦς ὑ̈φαιρούμενοι ἐφωράθησαν·	ὁ  καί  βοῦς  φωράω ·
948962	tlg4036.tlg023.cypria-grc1	καὶ Κάστωρ μὲν ὑπὸ τοῦ Ἴ̈δα ἀναιρεῖται·	καί Κάστωρ μέν ὑπό ὁ  ἀναιρέω ·
948963	tlg4036.tlg023.cypria-grc1	Λυγεὺς δὲ καὶ Ἴ̈δας ὑπὸ Πολυδεύκους·	δέ καί  ὑπό Πολυδεύκης ·
948964	tlg4036.tlg023.cypria-grc1	καὶ Ζεὺς αὐτοῖς ἑτερήμερον νέμει τὴν ἀθανασίαν·	καί Ζεύς αὐτός  νέμω ὁ ἀθανασία ·
948965	tlg4036.tlg023.cypria-grc1	καὶ μετα ταῦτα Ἶ̈ρις ἀγγέλλει τῷ Μενελάω τὰ γεγονότα κτὰκ α τὰ τὸν οἶκον·	καί  οὗτος  ἀγγέλλω ὁ  ὁ   κ  ὁ ὁ οἶκος ·
948966	tlg4036.tlg023.cypria-grc1	ὁ δὲ παραγενόμενος, περὶ τῆς ἐπ' Ἴλιον στρατείας βουλεύεται μετὰ τοῦ ἀδελφοῦ καὶ πρὸς Νέστορα παραγίνεται Μενέλαος·	ὁ δέ παραγίγνομαι , περί ὁ  Ἴλιος στρατεία βουλεύω μετά ὁ ἀδελφός καί πρός Νέστωρ παραγίγνομαι Μενέλαος ·
948967	tlg4036.tlg023.cypria-grc1	Νέστωρ δὲ ἐν παρεκβάσει διηγεῖται αὐτῶ ὡς Ἐπωπεὺς φθείρας τὴν Λύκουργου θυγατέρα, ἐξεπορθήθη·	Νέστωρ δέ ἐν παρέκβασις διηγέομαι  ὡς Ἐπωπεύς φθείρω ὁ  θυγάτηρ ,  ·
948968	tlg4036.tlg023.cypria-grc1	καὶ τὰ περὶ Οἰδίπουν καὶ τὴν Ἡρακλέους μανίαν καὶ τὰ περὶ Θησέα καὶ Ἀριάδνην·	καί ὁ περί Οἰδίπους καί ὁ Ἡρακλέης μανία καί ὁ περί Θησεύς καί Ἀριάδνη ·
948969	tlg4036.tlg023.cypria-grc1	ἔπειτα τοὺς ἡγεμόνας ἀθροίζουσϊν ἐπελθόντε̈ς τὴν Ἑλλάδα·	ἔπειτα ὁ ἡγεμονεύς   ὁ Ἑλλάς ·
948970	tlg4036.tlg023.cypria-grc1	καὶ μαίνεσθαι προσποιησάμενον τὸν Ὀδϋσσέα ἐπὶ τῶ μὴ θέλειν συνστρατεύεσθαι ἐφώρασαν·	καί μαίνομαι  ὁ  ἐπί  μή ἐθέλω   ·
948971	tlg4036.tlg023.cypria-grc1	Παλαμήδους ὑ̈ποθεμένου τὸν υἱὸν Τηλέμαχον ἐπὶ κόλασιν ἐξαρπάσαντες·	ὁ υἱός Τηλέμαχος ἐπί κόλασις ἐξαρπάζω ·
948972	tlg4036.tlg023.cypria-grc1	καὶ μετα ταῦτα συνελθόντες εἰς Αὐλίδα θύουσι·	καί  οὗτος συνέρχομαι εἰς Αὐλίς θύω ·
948973	tlg4036.tlg023.cypria-grc1	καὶ τὰ περὶ τὸν δράκοντα καὶ τοὺς στρουθοὺς γενόμενα δείκνυται·	καί ὁ περί ὁ δράκων καί ὁ  γίγνομαι δείκνυμι ·
948974	tlg4036.tlg023.cypria-grc1	καὶ Κάλχας περὶ τῶν ἀποβησομένων προλέγει αὐτοῖς.	καί Κάλχας περί ὁ  προλέγω αὐτός .
948975	tlg4036.tlg023.cypria-grc1	ἔπειτα ἀναχθέντες Τευθρανία προσίσχουσι·	ἔπειτα ἀνάγω  προσέχω ·
948976	tlg4036.tlg023.cypria-grc1	καὶ ταύτην ὡς Ἴ̈λιον ἐπόρθουν·	καί οὗτος ὡς  πορθέω ·
948977	tlg4036.tlg023.cypria-grc1	Τήλεφος δὲ ἐκβοηθείας Θέρσανδρόν τε τὸν Πολυνείκους κτείνει·	Τήλεφος δέ ἐκβοήθεια  τε ὁ Πολυνείκης κτείνω ·
948978	tlg4036.tlg023.cypria-grc1	καὶ αὐτὸς ὑπὸ Ἀχϊλλέως τιτρώσκεται·	καί αὐτός ὑπό  τιτρώσκω ·
948979	tlg4036.tlg023.cypria-grc1	ἀποπλέουσι δὲ αὐτοῖς ἐκ τῆς Μϋσίας χειμὼν ἐπιπίπτει καὶ διασκεδάννυνται·	δέ αὐτός ἐκ ὁ  χειμών ἐπιπίπτω καί  ·
948980	tlg4036.tlg023.cypria-grc1	Ἀχϊλλεὺς δὲ Σκύρῶ προσσχὼν γαμεῖ τὴν Λυκομήδους θυγατέρα Δηϊδάμειαν·	δέ  προσέχω γαμέω ὁ Λυκομήδης θυγάτηρ Δηϊδάμεια ·
948981	tlg4036.tlg023.cypria-grc1	ἔπειτα Τήλεφον κτὰκ α τὰ μαντείαν παραγενόμενον εἰς Ἄργος ἰ̈ᾶται Ἀχϊλλεὺς ὡς ἡγεμόνα γενησόμενον τοῦτ’ ἐπ' Ἴλιον πλοῦ, καὶ τὸ δεύτερον ἠθροισμένου τοῦ στόλου ἐν Αὐλίδι·	ἔπειτα Τήλεφος  κ  ὁ μαντεία παραγίγνομαι εἰς Ἄργος   ὡς ἡγεμών    Ἴλιος πλόος , καί ὁ δεύτερος  ὁ στόλος ἐν Αὐλίς ·
948982	tlg4036.tlg023.cypria-grc1	Ἀγαμέμνων ἐπὶ θήρας βαλὼν ἔλαφον, ὑπερβάλλειν ἔφησε καὶ τὴν Ἄρτεμιν.	Ἀγαμέμνων ἐπί θήρα βάλλω ἔλαφος , ὑπερβάλλω φημί καί ὁ Ἄρτεμις .
948983	tlg4036.tlg023.cypria-grc1	μῃνίσασα δὲ ἡ θεὸς, ἐπέσχεν αὐτοὺς τοῦ πλοῦ, χειμῶνας ἐπιπέμπουσα·	δέ ὁ  , ἐπέχω αὐτός ὁ  , χειμών ἐπιπέμπω ·
948984	tlg4036.tlg023.cypria-grc1	Κάλχαντος δὲ εἰπόντος τὴν τῆς θεοῦ μῆνιν καὶ Ἰφιγένειαν κελεύσαντος θύειν τῇ Ἀρτέμιδι, ὡς ἐπὶ γάμον αὐτὴ Ἀχϊλλεῖ μεταπεμψάμενοι, θύειν ἐπιχειροῦσιν·	Κάλχας δέ λέγω ὁ ὁ θεός μῆνις καί Ἰφιγένεια κελεύω θύω ὁ Ἄρτεμις , ὡς ἐπί γάμος αὐτός  μεταπέμπω , θύω ἐπιχειρέω ·
948985	tlg4036.tlg023.cypria-grc1	Ἄρτεμις δὲ αὐτὴν ἐξαρπάσασα, εἰς Ταύρους μετακομίζει·	Ἄρτεμις δέ αὐτός ἐξαρπάζω , εἰς Ταῦρος μετακομίζω ·
948986	tlg4036.tlg023.cypria-grc1	καὶ ἀθάνατον ποιεῖ·	καί ἀθάνατος ποιέω ·
948987	tlg4036.tlg023.cypria-grc1	ἔλαφον δὲ ἀντὶ τῆς κόρης παρίστησι τῷ βωμῷ·	ἔλαφος δέ ἀντί ὁ κόρη παρίστημι ὁ βωμός ·
948988	tlg4036.tlg023.cypria-grc1	ἔπειτα, κταπλέουσινκ α ταπλέουσιν εἰς Τένεδον·	ἔπειτα ,  κ   εἰς  ·
948989	tlg4036.tlg023.cypria-grc1	καὶ εὐωχουμένων αὐτῶν Φιλοκτήτης ὑ̈φ' ὕδρου πληγεὶς διὰ τὴν δυσοσμίαν ἐν Λήμνῳ κτελείφθηκ α τελείφθη·	καί εὐωχέω αὐτός Φιλοκτήτης  ὕδρος πλήσσω διά ὁ δυσοσμία ἐν Λῆμνος  κ   ·
948990	tlg4036.tlg023.cypria-grc1	καὶ Ἀχϊλλεὺς ὕ̈στερος κληθεὶς διαφέρεται πρὸς Ἀγαμέμνονα·	καί   καλέω διαφέρω πρός Ἀγαμέμνων ·
948991	tlg4036.tlg023.cypria-grc1	ἔπειτα ἀποβαίνοντας αὐτοὺς εἰς Ἴ̈λιον, εἴργουσιν οἱ Τρῶες·	ἔπειτα ἀποβαίνω αὐτός εἰς  , ἔργω ἕ Τρώς ·
948992	tlg4036.tlg023.cypria-grc1	καὶ θνῄσκει Πρωτεσίλαος ὑφ' Ἕκτορος·	καί ἀποθνῄσκω Πρωτεσίλαος  Ἕκτωρ ·
948993	tlg4036.tlg023.cypria-grc1	ἔπειτα Ἀχϊλλεὺς αὐτοὺς τρέπεται·	ἔπειτα  αὐτός τρέπω ·
948994	tlg4036.tlg023.cypria-grc1	ἀνελῶν Κύκνον τὸν Ποσειδῶνος·	Κύκνος ὁ Ποσειδῶν ·
948995	tlg4036.tlg023.cypria-grc1	καὶ τοὺς νεκροὺς ἀναιροῦνται καὶ διαπρεσβεύονται πρὸς τοὺς Τρῶας·	καί ὁ νεκρός ἀναιρέω καί  πρός ὁ Τρώς ·
948996	tlg4036.tlg023.cypria-grc1	τὴν Ἑλένην καὶ τὰ κτήματα ἀπαιτοῦντες·	ὁ Ἑλένη καί ὁ κτῆμα ἀπαιτέω ·
948997	tlg4036.tlg023.cypria-grc1	ὡς δὲ οὐχ’ ὑπήκουσαν ἐκεῖνοι, ἐνταῦθα δὴ τειχομαχοῦσιν·	ὡς δέ οὐ ’  ἐκεῖνος , ἐνταῦθα δή τειχομαχέω ·
948998	tlg4036.tlg023.cypria-grc1	ἔπειτα τὴν χώραν ἐσπεξελθόντες, πορθοῦσι καὶ τὰς περιοίκους πόλεις·	ἔπειτα ὁ χώρα  , πορθέω καί ὁ περίοικος πόλις ·
948999	tlg4036.tlg023.cypria-grc1	καὶ μετα ταῦτα Ἀχϊλλεὺς Ἑλένην ἐπιθυμεῖ θεάσασθαι·	καί  οὗτος  Ἑλένη ἐπιθυμέω θεάομαι ·
949000	tlg4036.tlg023.cypria-grc1	καὶ συνήγαγεν αὐτοὺς εἰς τό τὸ αὐτὸ Ἀφροδίτη καὶ Θέτις·	καί συνάγω αὐτός εἰς ὁ ὁ αὐτός Ἀφροδίτη καί Θέτις ·
949001	tlg4036.tlg023.cypria-grc1	εἶτα ἀπονοστεῖν ὡρμημένους τοὺς Ἀχαιοὺς Ἀχϊλλεὺς κτέχεικ α τέχει·	εἶτα   ὁ Ἀχαιός   κ   ·
949002	tlg4036.tlg023.cypria-grc1	κἄπειτα ἀπελαύνει τὰς Αἰνείου βόας·	ἔπειτα ἀπελαύνω ὁ Αἰνείας βόα ·
949003	tlg4036.tlg023.cypria-grc1	καὶ Λυρνησσὸν καὶ Πήδασον ποθεῖ·	καί  καί Πήδασος ποθέω ·
949004	tlg4036.tlg023.cypria-grc1	καὶ συχνὰς τῶν περιοικίδων πόλεων·	καί συχνός ὁ περιοικίς πόλις ·
949005	tlg4036.tlg023.cypria-grc1	καὶ Τρωΐλον φονεύει·	καί Τρωΐλος φονεύω ·
949006	tlg4036.tlg023.cypria-grc1	Λυκάονά τε Πάτροκλος εἰς Λῆμνον ἀγαγὼν, ἀπεμπολᾷ·	τε Πάτροκλος εἰς Λῆμνος ἄγω ,  ·
949007	tlg4036.tlg023.cypria-grc1	καὶ ἐκ τῶν λαφύρων Ἀχϊλλεὺς μὲν Βρισηΐδα γέρας λαμβάνει·	καί ἐκ ὁ λάφυρα  μέν Βρισηΐς γέρας λαμβάνω ·
949008	tlg4036.tlg023.cypria-grc1	Χρϋσηΐδα δὲ Ἀγαμέμνων·	δέ Ἀγαμέμνων ·
949009	tlg4036.tlg023.cypria-grc1	ἔπειτά ἐστὶ Παλαμήδους θάνατος, καὶ Διὸς βουλὴ ὅπως ἐπικουφίσῃ τοὺς Τρῶας Ἀχϊλλέα τῆς συμμαχίας τῆς Ἑλληνικῆς ἀποστήσας·	ἔπειτα εἰμί Παλαμήδης θάνατος , καί Ζεύς βουλή ὅπως  ὁ Τρώς  ὁ συμμαχία ὁ Ἑλληνικός ἀφίστημι ·
