50001001001|Παῦλος|None|CL|id="n50001001001"|ref="PHP 1:1!1"|Cat="noun"|Start="0"|End="0"|StrongNumber="3972"|UnicodeLemma="Παῦλος"|Gender="Masculine"|Number="Singular"|FunctionalTag="N-NSM"|Type="Proper"|morphId="50001001001"|NormalizedForm="Παῦλος"|Case="Nominative"|Unicode="Παῦλος"|FormalTag="N-NSM"|nodeId="500010010010010"|Gloss="Paul"|LexDomain="093001"|LN="93.294a"
50001001014|οὖσιν|50001001016|VC|id="n50001001014"|ref="PHP 1:1!14"|Cat="verb"|Start="13"|End="13"|StrongNumber="1510"|UnicodeLemma="εἰμί"|Gender="Masculine"|Mood="Participle"|Tense="Present"|Number="Plural"|FunctionalTag="V-PAP-DPM"|Type=""|morphId="50001001014"|NormalizedForm="οὖσιν"|Case="Dative"|Unicode="οὖσιν"|FormalTag="V-PAP-DPM"|Voice="Active"|nodeId="500010010140010"|Gloss="being"|Frame="A0:n00000000000"|LexDomain="085001"|LN="85.1"
50001001015|ἐν|50001001016|prep|id="n50001001015"|ref="PHP 1:1!15"|Cat="prep"|Start="14"|End="14"|StrongNumber="1722"|UnicodeLemma="ἐν"|FunctionalTag="PREP"|Type=""|morphId="50001001015"|NormalizedForm="ἐν"|Unicode="ἐν"|FormalTag="PREP"|nodeId="500010010150010"|Gloss="in"|LexDomain="083003"|LN="83.13"
50001001016|Φιλίπποις|50001001009|np|id="n50001001016"|ref="PHP 1:1!16"|Cat="noun"|Start="15"|End="15"|StrongNumber="5375"|UnicodeLemma="Φίλιπποι"|Gender="Masculine"|Number="Plural"|FunctionalTag="N-DPM"|Type="Proper"|morphId="50001001016"|NormalizedForm="Φιλίπποις"|Case="Dative"|Unicode="Φιλίπποις"|FormalTag="N-DPM"|nodeId="500010010160010"|Gloss="Philippi"|LexDomain="093002"|LN="93.605"
50001001017|σὺν|50001001018|prep|id="n50001001017"|ref="PHP 1:1!17"|Cat="prep"|Start="16"|End="16"|StrongNumber="4862"|UnicodeLemma="σύν"|FunctionalTag="PREP"|Type=""|morphId="50001001017"|NormalizedForm="σύν"|Unicode="σὺν"|FormalTag="PREP"|nodeId="500010010170010"|Gloss="with"|LexDomain="089018"|LN="89.105"
50001001018|ἐπισκόποις|50001001016|ADV|id="n50001001018"|ref="PHP 1:1!18"|Cat="noun"|Start="17"|End="17"|StrongNumber="1985"|UnicodeLemma="ἐπίσκοπος"|Gender="Masculine"|Number="Plural"|FunctionalTag="N-DPM"|Type="Common"|morphId="50001001018"|NormalizedForm="ἐπισκόποις"|Case="Dative"|Unicode="ἐπισκόποις"|FormalTag="N-DPM"|nodeId="500010010180010"|Gloss="[the] overseers"|LexDomain="053009"|LN="53.71"
50001001019|καὶ|50001001018|conj|id="n50001001019"|ref="PHP 1:1!19"|Cat="conj"|Start="18"|End="18"|StrongNumber="2532"|UnicodeLemma="καί"|FunctionalTag="CONJ"|Type=""|morphId="50001001019"|NormalizedForm="καί"|Unicode="καὶ"|FormalTag="CONJ"|nodeId="500010010190010"|Gloss="and"|LexDomain="089017"|LN="89.92"
50001001020|διακόνοις·|50001001018|np|id="n50001001020"|ref="PHP 1:1!20"|Cat="noun"|Start="19"|End="19"|StrongNumber="1249"|UnicodeLemma="διάκονος"|Gender="Masculine"|Number="Plural"|FunctionalTag="N-DPM"|Type="Common"|morphId="50001001020"|NormalizedForm="διακόνοις"|Case="Dative"|Unicode="διακόνοις·"|FormalTag="N-DPM"|nodeId="500010010200010"|Gloss="deacons"|LexDomain="053009"|LN="53.67"
50001002002|ὑμῖν|50001002001|IO|id="n50001002002"|ref="PHP 1:2!2"|Cat="pron"|Start="0"|End="0"|StrongNumber="4771"|UnicodeLemma="σύ"|Number="Plural"|FunctionalTag="P-2DP"|Type="Personal"|morphId="50001002002"|NormalizedForm="ὑμῖν"|Case="Dative"|Unicode="ὑμῖν"|FormalTag="P-2DP"|nodeId="500010020020010"|Gloss="to you"|Ref="n50001001009"|LexDomain="092003"|LN="92.7"
50001002001|χάρις|None|CL|id="n50001002001"|ref="PHP 1:2!1"|Cat="noun"|Start="1"|End="1"|StrongNumber="5485"|UnicodeLemma="χάρις"|Gender="Feminine"|Number="Singular"|FunctionalTag="N-NSF"|Type="Common"|morphId="50001002001"|NormalizedForm="χάρις"|Case="Nominative"|Unicode="χάρις"|FormalTag="N-NSF"|nodeId="500010020010010"|Gloss="Grace"|LexDomain="088009"|LN="88.66"
50001002003|καὶ|50001002001|conj|id="n50001002003"|ref="PHP 1:2!3"|Cat="conj"|Start="2"|End="2"|StrongNumber="2532"|UnicodeLemma="καί"|FunctionalTag="CONJ"|Type=""|morphId="50001002003"|NormalizedForm="καί"|Unicode="καὶ"|FormalTag="CONJ"|nodeId="500010020030010"|Gloss="and"|LexDomain="089017"|LN="89.92"
50001002004|εἰρήνη|50001002001|np|id="n50001002004"|ref="PHP 1:2!4"|Cat="noun"|Start="3"|End="3"|StrongNumber="1515"|UnicodeLemma="εἰρήνη"|Gender="Feminine"|Number="Singular"|FunctionalTag="N-NSF"|Type="Common"|morphId="50001002004"|NormalizedForm="εἰρήνη"|Case="Nominative"|Unicode="εἰρήνη"|FormalTag="N-NSF"|nodeId="500010020040010"|Gloss="peace"|LexDomain="022007"|LN="22.42"
50001002005|ἀπὸ|50001002006|prep|id="n50001002005"|ref="PHP 1:2!5"|Cat="prep"|Start="4"|End="4"|StrongNumber="575"|UnicodeLemma="ἀπό"|FunctionalTag="PREP"|Type=""|morphId="50001002005"|NormalizedForm="ἀπό"|Unicode="ἀπὸ"|FormalTag="PREP"|nodeId="500010020050010"|Gloss="from"|LexDomain="090003"|LN="90.15"
50001002006|Θεοῦ|50001002001|ADV|id="n50001002006"|ref="PHP 1:2!6"|Cat="noun"|Start="5"|End="5"|StrongNumber="2316"|UnicodeLemma="θεός"|Gender="Masculine"|Number="Singular"|FunctionalTag="N-GSM"|Type="Common"|morphId="50001002006"|NormalizedForm="Θεοῦ"|Case="Genitive"|Unicode="Θεοῦ"|FormalTag="N-GSM"|nodeId="500010020060010"|Gloss="God"|LexDomain="012001"|LN="12.1"
50001002007|Πατρὸς|50001002006|np|id="n50001002007"|ref="PHP 1:2!7"|Cat="noun"|Start="6"|End="6"|StrongNumber="3962"|UnicodeLemma="πατήρ"|Gender="Masculine"|Number="Singular"|FunctionalTag="N-GSM"|Type="Common"|morphId="50001002007"|NormalizedForm="Πατρός"|Case="Genitive"|Unicode="Πατρὸς"|FormalTag="N-GSM"|nodeId="500010020070010"|Gloss="Father"|LexDomain="012001"|LN="12.12"
50001002008|ἡμῶν|50001002007|np|id="n50001002008"|ref="PHP 1:2!8"|Cat="pron"|Start="7"|End="7"|StrongNumber="1473"|UnicodeLemma="ἐγώ"|Number="Plural"|FunctionalTag="P-1GP"|Type="Personal"|morphId="50001002008"|NormalizedForm="ἡμῶν"|Case="Genitive"|Unicode="ἡμῶν"|FormalTag="P-1GP"|nodeId="500010020080010"|Gloss="of us"|Ref="n50001001001 n50001001003 n50001001009"|LexDomain="092002"|LN="92.4"
50001002009|καὶ|50001002006|conj|id="n50001002009"|ref="PHP 1:2!9"|Cat="conj"|Start="8"|End="8"|StrongNumber="2532"|UnicodeLemma="καί"|FunctionalTag="CONJ"|Type=""|morphId="50001002009"|NormalizedForm="καί"|Unicode="καὶ"|FormalTag="CONJ"|nodeId="500010020090010"|Gloss="and"|LexDomain="089017"|LN="89.92"
50001002010|Κυρίου|50001002006|np|id="n50001002010"|ref="PHP 1:2!10"|Cat="noun"|Start="9"|End="9"|StrongNumber="2962"|UnicodeLemma="κύριος"|Gender="Masculine"|Number="Singular"|FunctionalTag="N-GSM"|Type="Common"|morphId="50001002010"|NormalizedForm="Κυρίου"|Case="Genitive"|Unicode="Κυρίου"|FormalTag="N-GSM"|nodeId="500010020100010"|Gloss="[the] Lord"|LexDomain="012001"|LN="12.9{N:001}"
50001002011|Ἰησοῦ|50001002010|np|id="n50001002011"|ref="PHP 1:2!11"|Cat="noun"|Start="10"|End="10"|StrongNumber="2424"|UnicodeLemma="Ἰησοῦς"|Gender="Masculine"|Number="Singular"|FunctionalTag="N-GSM"|Type="Proper"|morphId="50001002011"|NormalizedForm="Ἰησοῦ"|Case="Genitive"|Unicode="Ἰησοῦ"|FormalTag="N-GSM"|nodeId="500010020110010"|Gloss="Jesus"|LexDomain="093001"|LN="93.169a"
50001002012|Χριστοῦ.|50001002011|np|id="n50001002012"|ref="PHP 1:2!12"|Cat="noun"|Start="11"|End="11"|StrongNumber="5547"|UnicodeLemma="Χριστός"|Gender="Masculine"|Number="Singular"|FunctionalTag="N-GSM"|Type="Proper"|morphId="50001002012"|NormalizedForm="Χριστοῦ"|Case="Genitive"|Unicode="Χριστοῦ."|FormalTag="N-GSM"|nodeId="500010020120010"|Gloss="Christ"|LexDomain="093001"|LN="93.387"
50001003001|Εὐχαριστῶ|None|CL|id="n50001003001"|ref="PHP 1:3!1"|Cat="verb"|Start="0"|End="0"|StrongNumber="2168"|UnicodeLemma="εὐχαριστέω"|Person="First"|Mood="Indicative"|Tense="Present"|Number="Singular"|FunctionalTag="V-PAI-1S"|Type=""|morphId="50001003001"|NormalizedForm="Εὐχαριστῶ"|Unicode="Εὐχαριστῶ"|FormalTag="V-PAI-1S"|Voice="Active"|nodeId="500010030010010"|Gloss="I thank"|SubjRef="n50001001001"|Frame="A0:n50001001001 A1:n50001003003"|LexDomain="033036"|LN="33.349"
50001003002|τῷ|50001003003|det|id="n50001003002"|ref="PHP 1:3!2"|Cat="det"|Start="1"|End="1"|StrongNumber="3588"|UnicodeLemma="ὁ"|Gender="Masculine"|Number="Singular"|FunctionalTag="T-DSM"|Type=""|morphId="50001003002"|NormalizedForm="τῷ"|Case="Dative"|Unicode="τῷ"|FormalTag="T-DSM"|nodeId="500010030020010"|Gloss="the"|LexDomain="092004"|LN="92.24"
50001003003|Θεῷ|50001003001|O|id="n50001003003"|ref="PHP 1:3!3"|Cat="noun"|Start="2"|End="2"|StrongNumber="2316"|UnicodeLemma="θεός"|Gender="Masculine"|Number="Singular"|FunctionalTag="N-DSM"|Type="Common"|morphId="50001003003"|NormalizedForm="Θεῷ"|Case="Dative"|Unicode="Θεῷ"|FormalTag="N-DSM"|nodeId="500010030030010"|Gloss="God"|LexDomain="012001"|LN="12.1"
50001003004|μου|50001003003|np|id="n50001003004"|ref="PHP 1:3!4"|Cat="pron"|Start="3"|End="3"|StrongNumber="1473"|UnicodeLemma="ἐγώ"|Number="Singular"|FunctionalTag="P-1GS"|Type="Personal"|morphId="50001003004"|NormalizedForm="μου"|Case="Genitive"|Unicode="μου"|FormalTag="P-1GS"|nodeId="500010030040010"|Gloss="of me"|Ref="n50001001001"|LexDomain="092001"|LN="92.1"
50001003005|ἐπὶ|50001003008|prep|id="n50001003005"|ref="PHP 1:3!5"|Cat="prep"|Start="4"|End="4"|StrongNumber="1909"|UnicodeLemma="ἐπί"|FunctionalTag="PREP"|Type=""|morphId="50001003005"|NormalizedForm="ἐπί"|Unicode="ἐπὶ"|FormalTag="PREP"|nodeId="500010030050010"|Gloss="upon"|LexDomain="067002"|LN="67.33"
50001003006|πάσῃ|50001003008|adjp|id="n50001003006"|ref="PHP 1:3!6"|Cat="adj"|Start="5"|End="5"|StrongNumber="3956"|UnicodeLemma="πᾶς"|Gender="Feminine"|Number="Singular"|FunctionalTag="A-DSF"|Type=""|morphId="50001003006"|NormalizedForm="πάσῃ"|Case="Dative"|Unicode="πάσῃ"|FormalTag="A-DSF"|nodeId="500010030060010"|Gloss="every"|LexDomain="059003"|LN="59.23"
50001003007|τῇ|50001003008|det|id="n50001003007"|ref="PHP 1:3!7"|Cat="det"|Start="6"|End="6"|StrongNumber="3588"|UnicodeLemma="ὁ"|Gender="Feminine"|Number="Singular"|FunctionalTag="T-DSF"|Type=""|morphId="50001003007"|NormalizedForm="τῇ"|Case="Dative"|Unicode="τῇ"|FormalTag="T-DSF"|nodeId="500010030070010"|Gloss="-"|LexDomain="092004"|LN="92.24"
50001003008|μνείᾳ|50001003001|ADV|id="n50001003008"|ref="PHP 1:3!8"|Cat="noun"|Start="7"|End="7"|StrongNumber="3417"|UnicodeLemma="μνεία"|Gender="Feminine"|Number="Singular"|FunctionalTag="N-DSF"|Type="Common"|morphId="50001003008"|NormalizedForm="μνείᾳ"|Case="Dative"|Unicode="μνείᾳ"|FormalTag="N-DSF"|nodeId="500010030080010"|Gloss="remembrance"|LexDomain="029002"|LN="29.7"
50001003009|ὑμῶν,|50001003008|np|id="n50001003009"|ref="PHP 1:3!9"|Cat="pron"|Start="8"|End="8"|StrongNumber="4771"|UnicodeLemma="σύ"|Number="Plural"|FunctionalTag="P-2GP"|Type="Personal"|morphId="50001003009"|NormalizedForm="ὑμῶν"|Case="Genitive"|Unicode="ὑμῶν,"|FormalTag="P-2GP"|nodeId="500010030090010"|Gloss="of you"|Ref="n50001001009"|LexDomain="092003"|LN="92.7"
50001004001|πάντοτε|50001004013|ADV|id="n50001004001"|ref="PHP 1:4!1"|Cat="adv"|Start="9"|End="9"|StrongNumber="3842"|UnicodeLemma="πάντοτε"|FunctionalTag="ADV"|Type=""|morphId="50001004001"|NormalizedForm="πάντοτε"|Unicode="πάντοτε"|FormalTag="ADV"|nodeId="500010040010010"|Gloss="always"|LexDomain="067005"|LN="67.88"
50001004002|ἐν|50001004004|prep|id="n50001004002"|ref="PHP 1:4!2"|Cat="prep"|Start="10"|End="10"|StrongNumber="1722"|UnicodeLemma="ἐν"|FunctionalTag="PREP"|Type=""|morphId="50001004002"|NormalizedForm="ἐν"|Unicode="ἐν"|FormalTag="PREP"|nodeId="500010040020010"|Gloss="in"|LexDomain="089004"|LN="89.5"
50001004003|πάσῃ|50001004004|adjp|id="n50001004003"|ref="PHP 1:4!3"|Cat="adj"|Start="11"|End="11"|StrongNumber="3956"|UnicodeLemma="πᾶς"|Gender="Feminine"|Number="Singular"|FunctionalTag="A-DSF"|Type=""|morphId="50001004003"|NormalizedForm="πάσῃ"|Case="Dative"|Unicode="πάσῃ"|FormalTag="A-DSF"|nodeId="500010040030010"|Gloss="every"|LexDomain="059003"|LN="59.23"
50001004004|δεήσει|50001004013|ADV|id="n50001004004"|ref="PHP 1:4!4"|Cat="noun"|Start="12"|End="12"|StrongNumber="1162"|UnicodeLemma="δέησις"|Gender="Feminine"|Number="Singular"|FunctionalTag="N-DSF"|Type="Common"|morphId="50001004004"|NormalizedForm="δεήσει"|Case="Dative"|Unicode="δεήσει"|FormalTag="N-DSF"|nodeId="500010040040010"|Gloss="supplication"|LexDomain="033012"|LN="33.171"
50001004005|μου|50001004004|np|id="n50001004005"|ref="PHP 1:4!5"|Cat="pron"|Start="13"|End="13"|StrongNumber="1473"|UnicodeLemma="ἐγώ"|Number="Singular"|FunctionalTag="P-1GS"|Type="Personal"|morphId="50001004005"|NormalizedForm="μου"|Case="Genitive"|Unicode="μου"|FormalTag="P-1GS"|nodeId="500010040050010"|Gloss="of me"|Ref="n50001001001"|LexDomain="092001"|LN="92.1"
50001004006|ὑπὲρ|50001004008|prep|id="n50001004006"|ref="PHP 1:4!6"|Cat="prep"|Start="14"|End="14"|StrongNumber="5228"|UnicodeLemma="ὑπέρ"|FunctionalTag="PREP"|Type=""|morphId="50001004006"|NormalizedForm="ὑπέρ"|Unicode="ὑπὲρ"|FormalTag="PREP"|nodeId="500010040060010"|Gloss="for"|LexDomain="090009"|LN="90.36"
50001004007|πάντων|50001004008|adjp|id="n50001004007"|ref="PHP 1:4!7"|Cat="adj"|Start="15"|End="15"|StrongNumber="3956"|UnicodeLemma="πᾶς"|Gender="Masculine"|Number="Plural"|FunctionalTag="A-GPM"|Type=""|morphId="50001004007"|NormalizedForm="πάντων"|Case="Genitive"|Unicode="πάντων"|FormalTag="A-GPM"|nodeId="500010040070010"|Gloss="all"|LexDomain="059003"|LN="59.23"
50001004008|ὑμῶν|50001004004|pp|id="n50001004008"|ref="PHP 1:4!8"|Cat="pron"|Start="16"|End="16"|StrongNumber="4771"|UnicodeLemma="σύ"|Number="Plural"|FunctionalTag="P-2GP"|Type="Personal"|morphId="50001004008"|NormalizedForm="ὑμῶν"|Case="Genitive"|Unicode="ὑμῶν"|FormalTag="P-2GP"|nodeId="500010040080010"|Gloss="of you"|Ref="n50001001009"|LexDomain="092003"|LN="92.7"
50001004009|μετὰ|50001004010|prep|id="n50001004009"|ref="PHP 1:4!9"|Cat="prep"|Start="17"|End="17"|StrongNumber="3326"|UnicodeLemma="μετά"|FunctionalTag="PREP"|Type=""|morphId="50001004009"|NormalizedForm="μετά"|Unicode="μετὰ"|FormalTag="PREP"|nodeId="500010040090010"|Gloss="with"|LexDomain="089013"|LN="89.79"
50001004010|χαρᾶς|50001004013|ADV|id="n50001004010"|ref="PHP 1:4!10"|Cat="noun"|Start="18"|End="18"|StrongNumber="5479"|UnicodeLemma="χαρά"|Gender="Feminine"|Number="Singular"|FunctionalTag="N-GSF"|Type="Common"|morphId="50001004010"|NormalizedForm="χαρᾶς"|Case="Genitive"|Unicode="χαρᾶς"|FormalTag="N-GSF"|nodeId="500010040100010"|Gloss="joy"|LexDomain="025011"|LN="25.123"
50001004011|τὴν|50001004012|det|id="n50001004011"|ref="PHP 1:4!11"|Cat="det"|Start="19"|End="19"|StrongNumber="3588"|UnicodeLemma="ὁ"|Gender="Feminine"|Number="Singular"|FunctionalTag="T-ASF"|Type=""|morphId="50001004011"|NormalizedForm="τήν"|Case="Accusative"|Unicode="τὴν"|FormalTag="T-ASF"|nodeId="500010040110010"|Gloss="the"|LexDomain="092004"|LN="92.24"
50001004012|δέησιν|50001004013|O|id="n50001004012"|ref="PHP 1:4!12"|Cat="noun"|Start="20"|End="20"|StrongNumber="1162"|UnicodeLemma="δέησις"|Gender="Feminine"|Number="Singular"|FunctionalTag="N-ASF"|Type="Common"|morphId="50001004012"|NormalizedForm="δέησιν"|Case="Accusative"|Unicode="δέησιν"|FormalTag="N-ASF"|nodeId="500010040120010"|Gloss="supplication"|LexDomain="033012"|LN="33.171"
50001004013|ποιούμενος,|50001003001|ADV|id="n50001004013"|ref="PHP 1:4!13"|Cat="verb"|Start="21"|End="21"|StrongNumber="4160"|UnicodeLemma="ποιέω"|Gender="Masculine"|Mood="Participle"|Tense="Present"|Number="Singular"|FunctionalTag="V-PMP-NSM"|Type=""|morphId="50001004013"|NormalizedForm="ποιούμενος"|Case="Nominative"|Unicode="ποιούμενος,"|FormalTag="V-PEP-NSM"|Voice="Middle"|nodeId="500010040130010"|Gloss="making"|SubjRef="n50001001001"|Frame="A0:n50001001001 A1:n50001004012"|LexDomain="090011"|LN="90.45"
50001005001|ἐπὶ|50001005003|prep|id="n50001005001"|ref="PHP 1:5!1"|Cat="prep"|Start="22"|End="22"|StrongNumber="1909"|UnicodeLemma="ἐπί"|FunctionalTag="PREP"|Type=""|morphId="50001005001"|NormalizedForm="ἐπί"|Unicode="ἐπὶ"|FormalTag="PREP"|nodeId="500010050010010"|Gloss="for"|LexDomain="089007"|LN="89.27"
50001005002|τῇ|50001005003|det|id="n50001005002"|ref="PHP 1:5!2"|Cat="det"|Start="23"|End="23"|StrongNumber="3588"|UnicodeLemma="ὁ"|Gender="Feminine"|Number="Singular"|FunctionalTag="T-DSF"|Type=""|morphId="50001005002"|NormalizedForm="τῇ"|Case="Dative"|Unicode="τῇ"|FormalTag="T-DSF"|nodeId="500010050020010"|Gloss="the"|LexDomain="092004"|LN="92.24"
50001005003|κοινωνίᾳ|50001003001|ADV|id="n50001005003"|ref="PHP 1:5!3"|Cat="noun"|Start="24"|End="24"|StrongNumber="2842"|UnicodeLemma="κοινωνία"|Gender="Feminine"|Number="Singular"|FunctionalTag="N-DSF"|Type="Common"|morphId="50001005003"|NormalizedForm="κοινωνίᾳ"|Case="Dative"|Unicode="κοινωνίᾳ"|FormalTag="N-DSF"|nodeId="500010050030010"|Gloss="partnership"|LexDomain="034001"|LN="34.5"
50001005004|ὑμῶν|50001005003|np|id="n50001005004"|ref="PHP 1:5!4"|Cat="pron"|Start="25"|End="25"|StrongNumber="4771"|UnicodeLemma="σύ"|Number="Plural"|FunctionalTag="P-2GP"|Type="Personal"|morphId="50001005004"|NormalizedForm="ὑμῶν"|Case="Genitive"|Unicode="ὑμῶν"|FormalTag="P-2GP"|nodeId="500010050040010"|Gloss="of you"|Ref="n50001001009"|LexDomain="092003"|LN="92.7"
50001005005|εἰς|50001005007|prep|id="n50001005005"|ref="PHP 1:5!5"|Cat="prep"|Start="26"|End="26"|StrongNumber="1519"|UnicodeLemma="εἰς"|FunctionalTag="PREP"|Type=""|morphId="50001005005"|NormalizedForm="εἰς"|Unicode="εἰς"|FormalTag="PREP"|nodeId="500010050050010"|Gloss="in"|LexDomain="090006"|LN="90.23"
50001005006|τὸ|50001005007|det|id="n50001005006"|ref="PHP 1:5!6"|Cat="det"|Start="27"|End="27"|StrongNumber="3588"|UnicodeLemma="ὁ"|Gender="Neuter"|Number="Singular"|FunctionalTag="T-ASN"|Type=""|morphId="50001005006"|NormalizedForm="τό"|Case="Accusative"|Unicode="τὸ"|FormalTag="T-ASN"|nodeId="500010050060010"|Gloss="the"|LexDomain="092004"|LN="92.24"
50001005007|εὐαγγέλιον|50001005003|pp|id="n50001005007"|ref="PHP 1:5!7"|Cat="noun"|Start="28"|End="28"|StrongNumber="2098"|UnicodeLemma="εὐαγγέλιον"|Gender="Neuter"|Number="Singular"|FunctionalTag="N-ASN"|Type="Common"|morphId="50001005007"|NormalizedForm="εὐαγγέλιον"|Case="Accusative"|Unicode="εὐαγγέλιον"|FormalTag="N-ASN"|nodeId="500010050070010"|Gloss="gospel"|LexDomain="033015"|LN="33.217"
