45001001001|Παῦλος|None|CL|id="n45001001001"|ref="ROM 1:1!1"|Cat="noun"|Start="0"|End="0"|StrongNumber="3972"|UnicodeLemma="Παῦλος"|Gender="Masculine"|Number="Singular"|FunctionalTag="N-NSM"|Type="Proper"|morphId="45001001001"|NormalizedForm="Παῦλος"|Case="Nominative"|Unicode="Παῦλος"|FormalTag="N-NSM"|nodeId="450010010010010"|Gloss="Paul"|LexDomain="093001"|LN="93.294a"
45001002002|προεπηγγείλατο|45001001009|CL|id="n45001002002"|ref="ROM 1:2!2"|Cat="verb"|Start="11"|End="11"|StrongNumber="4279"|UnicodeLemma="προεπαγγέλλω"|Person="Third"|Mood="Indicative"|Tense="Aorist"|Number="Singular"|FunctionalTag="V-ADI-3S"|Type=""|morphId="45001002002"|NormalizedForm="προεπηγγείλατο"|Unicode="προεπηγγείλατο"|FormalTag="V-ADI-3S"|Voice="Middle"|nodeId="450010020020010"|Gloss="He promised beforehand"|SubjRef="n45001001010"|Frame="A0:n45001001010 A1:n45001002001"|LexDomain="033025"|LN="33.287"
45001002003|διὰ|45001002005|prep|id="n45001002003"|ref="ROM 1:2!3"|Cat="prep"|Start="12"|End="12"|StrongNumber="1223"|UnicodeLemma="διά"|FunctionalTag="PREP"|Type=""|morphId="45001002003"|NormalizedForm="διά"|Unicode="διὰ"|FormalTag="PREP"|nodeId="450010020030010"|Gloss="through"|LexDomain="090001"|LN="90.4"
45001002004|τῶν|45001002005|det|id="n45001002004"|ref="ROM 1:2!4"|Cat="det"|Start="13"|End="13"|StrongNumber="3588"|UnicodeLemma="ὁ"|Gender="Masculine"|Number="Plural"|FunctionalTag="T-GPM"|Type=""|morphId="45001002004"|NormalizedForm="τῶν"|Case="Genitive"|Unicode="τῶν"|FormalTag="T-GPM"|nodeId="450010020040010"|Gloss="the"|LexDomain="092004"|LN="92.24"
45001002005|προφητῶν|45001002002|ADV|id="n45001002005"|ref="ROM 1:2!5"|Cat="noun"|Start="14"|End="14"|StrongNumber="4396"|UnicodeLemma="προφήτης"|Gender="Masculine"|Number="Plural"|FunctionalTag="N-GPM"|Type="Common"|morphId="45001002005"|NormalizedForm="προφητῶν"|Case="Genitive"|Unicode="προφητῶν"|FormalTag="N-GPM"|nodeId="450010020050010"|Gloss="prophets"|LexDomain="033005 053009"|LN="33.60 53.79"
45001002006|αὐτοῦ|45001002005|np|id="n45001002006"|ref="ROM 1:2!6"|Cat="pron"|Start="15"|End="15"|StrongNumber="846"|UnicodeLemma="αὐτός"|Gender="Masculine"|Number="Singular"|FunctionalTag="P-GSM"|Type="Personal"|morphId="45001002006"|NormalizedForm="αὐτοῦ"|Case="Genitive"|Unicode="αὐτοῦ"|FormalTag="P-GSM"|nodeId="450010020060010"|Gloss="of Him"|Ref="n45001001010"|LexDomain="092004"|LN="92.11"
45001002007|ἐν|45001002008|prep|id="n45001002007"|ref="ROM 1:2!7"|Cat="prep"|Start="16"|End="16"|StrongNumber="1722"|UnicodeLemma="ἐν"|FunctionalTag="PREP"|Type=""|morphId="45001002007"|NormalizedForm="ἐν"|Unicode="ἐν"|FormalTag="PREP"|nodeId="450010020070010"|Gloss="in"|LexDomain="083003"|LN="83.13"
45001002008|γραφαῖς|45001002002|ADV|id="n45001002008"|ref="ROM 1:2!8"|Cat="noun"|Start="17"|End="17"|StrongNumber="1124"|UnicodeLemma="γραφή"|Gender="Feminine"|Number="Plural"|FunctionalTag="N-DPF"|Type="Common"|morphId="45001002008"|NormalizedForm="γραφαῖς"|Case="Dative"|Unicode="γραφαῖς"|FormalTag="N-DPF"|nodeId="450010020080010"|Gloss="[the] Scriptures"|LexDomain="033005"|LN="33.54"
45001002009|ἁγίαις|45001002008|adjp|id="n45001002009"|ref="ROM 1:2!9"|Cat="adj"|Start="18"|End="18"|StrongNumber="40"|UnicodeLemma="ἅγιος"|Gender="Feminine"|Number="Plural"|FunctionalTag="A-DPF"|Type=""|morphId="45001002009"|NormalizedForm="ἁγίαις"|Case="Dative"|Unicode="ἁγίαις"|FormalTag="A-DPF"|nodeId="450010020090010"|Gloss="Holy"|LexDomain="088003"|LN="88.24"
45001003001|περὶ|45001003003|prep|id="n45001003001"|ref="ROM 1:3!1"|Cat="prep"|Start="19"|End="19"|StrongNumber="4012"|UnicodeLemma="περί"|FunctionalTag="PREP"|Type=""|morphId="45001003001"|NormalizedForm="περί"|Unicode="περὶ"|FormalTag="PREP"|nodeId="450010030010010"|Gloss="concerning"|LexDomain="090006"|LN="90.24"
45001003002|τοῦ|45001003003|det|id="n45001003002"|ref="ROM 1:3!2"|Cat="det"|Start="20"|End="20"|StrongNumber="3588"|UnicodeLemma="ὁ"|Gender="Masculine"|Number="Singular"|FunctionalTag="T-GSM"|Type=""|morphId="45001003002"|NormalizedForm="τοῦ"|Case="Genitive"|Unicode="τοῦ"|FormalTag="T-GSM"|nodeId="450010030020010"|Gloss="the"|LexDomain="092004"|LN="92.24"
45001003003|Υἱοῦ|45001002002|ADV|id="n45001003003"|ref="ROM 1:3!3"|Cat="noun"|Start="21"|End="21"|StrongNumber="5207"|UnicodeLemma="υἱός"|Gender="Masculine"|Number="Singular"|FunctionalTag="N-GSM"|Type="Common"|morphId="45001003003"|NormalizedForm="Υἱοῦ"|Case="Genitive"|Unicode="Υἱοῦ"|FormalTag="N-GSM"|nodeId="450010030030010"|Gloss="Son"|LexDomain="012001"|LN="12.15"
45001003004|αὐτοῦ|45001003003|np|id="n45001003004"|ref="ROM 1:3!4"|Cat="pron"|Start="22"|End="22"|StrongNumber="846"|UnicodeLemma="αὐτός"|Gender="Masculine"|Number="Singular"|FunctionalTag="P-GSM"|Type="Personal"|morphId="45001003004"|NormalizedForm="αὐτοῦ"|Case="Genitive"|Unicode="αὐτοῦ"|FormalTag="P-GSM"|nodeId="450010030040010"|Gloss="of Him"|Ref="n45001001010"|LexDomain="092004"|LN="92.11"
45001003005|τοῦ|45001003008|det|id="n45001003005"|ref="ROM 1:3!5"|Cat="det"|Start="23"|End="23"|StrongNumber="3588"|UnicodeLemma="ὁ"|Gender="Masculine"|Number="Singular"|FunctionalTag="T-GSM"|Type=""|morphId="45001003005"|NormalizedForm="τοῦ"|Case="Genitive"|Unicode="τοῦ"|FormalTag="T-GSM"|nodeId="450010030050010"|Gloss="-"|LexDomain="092004"|LN="92.24"
45001003006|γενομένου|45001003008|VC|id="n45001003006"|ref="ROM 1:3!6"|Cat="verb"|Start="24"|End="24"|StrongNumber="1096"|UnicodeLemma="γίνομαι"|Gender="Masculine"|Mood="Participle"|Tense="Aorist"|Number="Singular"|FunctionalTag="V-2ADP-GSM"|Type=""|morphId="45001003006"|NormalizedForm="γενομένου"|Case="Genitive"|Unicode="γενομένου"|FormalTag="V-2ADP-GSM"|Voice="Middle"|nodeId="450010030060010"|Gloss="having come"|SubjRef="n45001003003"|LexDomain="013003"|LN="13.80"
45001003007|ἐκ|45001003008|prep|id="n45001003007"|ref="ROM 1:3!7"|Cat="prep"|Start="25"|End="25"|StrongNumber="1537"|UnicodeLemma="ἐκ"|FunctionalTag="PREP"|Type=""|morphId="45001003007"|NormalizedForm="ἐκ"|Unicode="ἐκ"|FormalTag="PREP"|nodeId="450010030070010"|Gloss="of [the]"|LexDomain="089003"|LN="89.3"
45001003008|σπέρματος|45001003003|np|id="n45001003008"|ref="ROM 1:3!8"|Cat="noun"|Start="26"|End="26"|StrongNumber="4690"|UnicodeLemma="σπέρμα"|Gender="Neuter"|Number="Singular"|FunctionalTag="N-GSN"|Type="Common"|morphId="45001003008"|NormalizedForm="σπέρματος"|Case="Genitive"|Unicode="σπέρματος"|FormalTag="N-GSN"|nodeId="450010030080010"|Gloss="seed"|LexDomain="010002"|LN="10.29"
45001003009|Δαυεὶδ|45001003008|np|id="n45001003009"|ref="ROM 1:3!9"|Cat="noun"|Start="27"|End="27"|StrongNumber="1138"|UnicodeLemma="Δαυίδ"|Gender="Masculine"|Number="Singular"|FunctionalTag="N-PRI"|Type="Proper"|morphId="45001003009"|NormalizedForm="Δαυείδ"|Case="Genitive"|Unicode="Δαυεὶδ"|FormalTag="N-PRI"|nodeId="450010030090010"|Gloss="of David"|LexDomain="093001"|LN="93.91"
45001003010|κατὰ|45001003011|prep|id="n45001003010"|ref="ROM 1:3!10"|Cat="prep"|Start="28"|End="28"|StrongNumber="2596"|UnicodeLemma="κατά"|FunctionalTag="PREP"|Type=""|morphId="45001003010"|NormalizedForm="κατά"|Unicode="κατὰ"|FormalTag="PREP"|nodeId="450010030100010"|Gloss="according to"|LexDomain="089004"|LN="89.4"
45001003011|σάρκα,|45001003008|ADV|id="n45001003011"|ref="ROM 1:3!11"|Cat="noun"|Start="29"|End="29"|StrongNumber="4561"|UnicodeLemma="σάρξ"|Gender="Feminine"|Number="Singular"|FunctionalTag="N-ASF"|Type="Common"|morphId="45001003011"|NormalizedForm="σάρκα"|Case="Accusative"|Unicode="σάρκα,"|FormalTag="N-ASF"|nodeId="450010030110010"|Gloss="flesh"|LexDomain="058001"|LN="58.10"
45001004001|τοῦ|45001004002|det|id="n45001004001"|ref="ROM 1:4!1"|Cat="det"|Start="30"|End="30"|StrongNumber="3588"|UnicodeLemma="ὁ"|Gender="Masculine"|Number="Singular"|FunctionalTag="T-GSM"|Type=""|morphId="45001004001"|NormalizedForm="τοῦ"|Case="Genitive"|Unicode="τοῦ"|FormalTag="T-GSM"|nodeId="450010040010010"|Gloss="-"|LexDomain="092004"|LN="92.24"
45001004002|ὁρισθέντος|45001003003|np|id="n45001004002"|ref="ROM 1:4!2"|Cat="verb"|Start="31"|End="31"|StrongNumber="3724"|UnicodeLemma="ὁρίζω"|Gender="Masculine"|Mood="Participle"|Tense="Aorist"|Number="Singular"|FunctionalTag="V-APP-GSM"|Type=""|morphId="45001004002"|NormalizedForm="ὁρισθέντος"|Case="Genitive"|Unicode="ὁρισθέντος"|FormalTag="V-APP-GSM"|Voice="Passive"|nodeId="450010040020010"|Gloss="having been declared"|SubjRef="n45001003003"|Frame="A1:n45001003003 A1:n45001004003"|LexDomain="037005"|LN="37.96"
45001004003|Υἱοῦ|45001004002|O|id="n45001004003"|ref="ROM 1:4!3"|Cat="noun"|Start="32"|End="32"|StrongNumber="5207"|UnicodeLemma="υἱός"|Gender="Masculine"|Number="Singular"|FunctionalTag="N-GSM"|Type="Common"|morphId="45001004003"|NormalizedForm="Υἱοῦ"|Case="Genitive"|Unicode="Υἱοῦ"|FormalTag="N-GSM"|nodeId="450010040030010"|Gloss="Son"|LexDomain="012001"|LN="12.15"
45001004004|Θεοῦ|45001004003|np|id="n45001004004"|ref="ROM 1:4!4"|Cat="noun"|Start="33"|End="33"|StrongNumber="2316"|UnicodeLemma="θεός"|Gender="Masculine"|Number="Singular"|FunctionalTag="N-GSM"|Type="Common"|morphId="45001004004"|NormalizedForm="Θεοῦ"|Case="Genitive"|Unicode="Θεοῦ"|FormalTag="N-GSM"|nodeId="450010040040010"|Gloss="of God"|LexDomain="012001"|LN="12.15"
45001004005|ἐν|45001004006|prep|id="n45001004005"|ref="ROM 1:4!5"|Cat="prep"|Start="34"|End="34"|StrongNumber="1722"|UnicodeLemma="ἐν"|FunctionalTag="PREP"|Type=""|morphId="45001004005"|NormalizedForm="ἐν"|Unicode="ἐν"|FormalTag="PREP"|nodeId="450010040050010"|Gloss="in"|LexDomain="089014"|LN="89.84"
45001004006|δυνάμει|45001004002|ADV|id="n45001004006"|ref="ROM 1:4!6"|Cat="noun"|Start="35"|End="35"|StrongNumber="1411"|UnicodeLemma="δύναμις"|Gender="Feminine"|Number="Singular"|FunctionalTag="N-DSF"|Type="Common"|morphId="45001004006"|NormalizedForm="δυνάμει"|Case="Dative"|Unicode="δυνάμει"|FormalTag="N-DSF"|nodeId="450010040060010"|Gloss="power"|LexDomain="076"|LN="76.1"
45001004007|κατὰ|45001004008|prep|id="n45001004007"|ref="ROM 1:4!7"|Cat="prep"|Start="36"|End="36"|StrongNumber="2596"|UnicodeLemma="κατά"|FunctionalTag="PREP"|Type=""|morphId="45001004007"|NormalizedForm="κατά"|Unicode="κατὰ"|FormalTag="PREP"|nodeId="450010040070010"|Gloss="according to [the]"|LexDomain="089004"|LN="89.4"
45001004008|πνεῦμα|45001004002|ADV|id="n45001004008"|ref="ROM 1:4!8"|Cat="noun"|Start="37"|End="37"|StrongNumber="4151"|UnicodeLemma="πνεῦμα"|Gender="Neuter"|Number="Singular"|FunctionalTag="N-ASN"|Type="Common"|morphId="45001004008"|NormalizedForm="πνεῦμα"|Case="Accusative"|Unicode="πνεῦμα"|FormalTag="N-ASN"|nodeId="450010040080010"|Gloss="Spirit"|LexDomain="026"|LN="26.9"
45001004009|ἁγιωσύνης|45001004008|np|id="n45001004009"|ref="ROM 1:4!9"|Cat="noun"|Start="38"|End="38"|StrongNumber="42"|UnicodeLemma="ἁγιωσύνη"|Gender="Feminine"|Number="Singular"|FunctionalTag="N-GSF"|Type="Common"|morphId="45001004009"|NormalizedForm="ἁγιωσύνης"|Case="Genitive"|Unicode="ἁγιωσύνης"|FormalTag="N-GSF"|nodeId="450010040090010"|Gloss="of holiness"|LexDomain="088003"|LN="88.25"
45001004010|ἐξ|45001004011|prep|id="n45001004010"|ref="ROM 1:4!10"|Cat="prep"|Start="39"|End="39"|StrongNumber="1537"|UnicodeLemma="ἐκ"|FunctionalTag="PREP"|Type=""|morphId="45001004010"|NormalizedForm="ἐξ"|Unicode="ἐξ"|FormalTag="PREP"|nodeId="450010040100010"|Gloss="by"|LexDomain="089012"|LN="89.77"
45001004011|ἀναστάσεως|45001004002|ADV|id="n45001004011"|ref="ROM 1:4!11"|Cat="noun"|Start="40"|End="40"|StrongNumber="386"|UnicodeLemma="ἀνάστασις"|Gender="Feminine"|Number="Singular"|FunctionalTag="N-GSF"|Type="Common"|morphId="45001004011"|NormalizedForm="ἀναστάσεως"|Case="Genitive"|Unicode="ἀναστάσεως"|FormalTag="N-GSF"|nodeId="450010040110010"|Gloss="resurrection"|LexDomain="023007"|LN="23.93"
45001004012|νεκρῶν,|45001004011|np|id="n45001004012"|ref="ROM 1:4!12"|Cat="adj"|Start="41"|End="41"|StrongNumber="3498"|UnicodeLemma="νεκρός"|Gender="Masculine"|Number="Plural"|FunctionalTag="A-GPM"|Type=""|morphId="45001004012"|NormalizedForm="νεκρῶν"|Case="Genitive"|Unicode="νεκρῶν,"|FormalTag="A-GPM"|nodeId="450010040120010"|Gloss="[from the] dead"|LexDomain="023007"|LN="23.121"
45001004013|Ἰησοῦ|45001003003|np|id="n45001004013"|ref="ROM 1:4!13"|Cat="noun"|Start="42"|End="42"|StrongNumber="2424"|UnicodeLemma="Ἰησοῦς"|Gender="Masculine"|Number="Singular"|FunctionalTag="N-GSM"|Type="Proper"|morphId="45001004013"|NormalizedForm="Ἰησοῦ"|Case="Genitive"|Unicode="Ἰησοῦ"|FormalTag="N-GSM"|nodeId="450010040130010"|Gloss="Jesus"|LexDomain="093001"|LN="93.169a"
45001004014|Χριστοῦ|45001004013|np|id="n45001004014"|ref="ROM 1:4!14"|Cat="noun"|Start="43"|End="43"|StrongNumber="5547"|UnicodeLemma="Χριστός"|Gender="Masculine"|Number="Singular"|FunctionalTag="N-GSM"|Type="Proper"|morphId="45001004014"|NormalizedForm="Χριστοῦ"|Case="Genitive"|Unicode="Χριστοῦ"|FormalTag="N-GSM"|nodeId="450010040140010"|Gloss="Christ"|LexDomain="093001"|LN="93.387"
45001004015|τοῦ|45001004016|det|id="n45001004015"|ref="ROM 1:4!15"|Cat="det"|Start="44"|End="44"|StrongNumber="3588"|UnicodeLemma="ὁ"|Gender="Masculine"|Number="Singular"|FunctionalTag="T-GSM"|Type=""|morphId="45001004015"|NormalizedForm="τοῦ"|Case="Genitive"|Unicode="τοῦ"|FormalTag="T-GSM"|nodeId="450010040150010"|Gloss="the"|LexDomain="092004"|LN="92.24"
45001004016|Κυρίου|45001004013|np|id="n45001004016"|ref="ROM 1:4!16"|Cat="noun"|Start="45"|End="45"|StrongNumber="2962"|UnicodeLemma="κύριος"|Gender="Masculine"|Number="Singular"|FunctionalTag="N-GSM"|Type="Common"|morphId="45001004016"|NormalizedForm="Κυρίου"|Case="Genitive"|Unicode="Κυρίου"|FormalTag="N-GSM"|nodeId="450010040160010"|Gloss="Lord"|LexDomain="012001"|LN="12.9{N:001}"
45001004017|ἡμῶν,|45001004016|np|id="n45001004017"|ref="ROM 1:4!17"|Cat="pron"|Start="46"|End="46"|StrongNumber="1473"|UnicodeLemma="ἐγώ"|Number="Plural"|FunctionalTag="P-1GP"|Type="Personal"|morphId="45001004017"|NormalizedForm="ἡμῶν"|Case="Genitive"|Unicode="ἡμῶν,"|FormalTag="P-1GP"|nodeId="450010040170010"|Gloss="of us"|Ref="n45001001001 n45001007005"|LexDomain="092002"|LN="92.4"
45001005001|δι’|45001005002|prep|id="n45001005001"|ref="ROM 1:5!1"|Cat="prep"|Start="47"|End="47"|StrongNumber="1223"|UnicodeLemma="διά"|FunctionalTag="PREP"|Type=""|morphId="45001005001"|NormalizedForm="δι’"|Unicode="δι’"|FormalTag="PREP"|nodeId="450010050010010"|Gloss="through"|LexDomain="090001"|LN="90.4"
45001005002|οὗ|45001005003|ADV|id="n45001005002"|ref="ROM 1:5!2"|Cat="pron"|Start="48"|End="48"|StrongNumber="3739"|UnicodeLemma="ὅς"|Gender="Masculine"|Number="Singular"|FunctionalTag="R-GSM"|Type="Relative"|morphId="45001005002"|NormalizedForm="οὗ"|Case="Genitive"|Unicode="οὗ"|FormalTag="R-GSM"|nodeId="450010050020010"|Gloss="whom"|Ref="n45001003003"|LexDomain="092006"|LN="92.27"
45001005003|ἐλάβομεν|45001003003|CL|id="n45001005003"|ref="ROM 1:5!3"|Cat="verb"|Start="49"|End="49"|StrongNumber="2983"|UnicodeLemma="λαμβάνω"|Person="First"|Mood="Indicative"|Tense="Aorist"|Number="Plural"|FunctionalTag="V-2AAI-1P"|Type=""|morphId="45001005003"|NormalizedForm="ἐλάβομεν"|Unicode="ἐλάβομεν"|FormalTag="V-2AAI-1P"|Voice="Active"|nodeId="450010050030010"|Gloss="we have received"|SubjRef="n45001001001 n45001007005"|Frame="A0:n45001001001;n45001007005 A1:n45001005004;n45001005006"|LexDomain="057009"|LN="57.125"
45001005004|χάριν|45001005003|O|id="n45001005004"|ref="ROM 1:5!4"|Cat="noun"|Start="50"|End="50"|StrongNumber="5485"|UnicodeLemma="χάρις"|Gender="Feminine"|Number="Singular"|FunctionalTag="N-ASF"|Type="Common"|morphId="45001005004"|NormalizedForm="χάριν"|Case="Accusative"|Unicode="χάριν"|FormalTag="N-ASF"|nodeId="450010050040010"|Gloss="grace"|LexDomain="057008 088009"|LN="57.103 88.66"
45001005005|καὶ|45001005004|conj|id="n45001005005"|ref="ROM 1:5!5"|Cat="conj"|Start="51"|End="51"|StrongNumber="2532"|UnicodeLemma="καί"|FunctionalTag="CONJ"|Type=""|morphId="45001005005"|NormalizedForm="καί"|Unicode="καὶ"|FormalTag="CONJ"|nodeId="450010050050010"|Gloss="and"|LexDomain="089017"|LN="89.92"
45001005006|ἀποστολὴν|45001005004|np|id="n45001005006"|ref="ROM 1:5!6"|Cat="noun"|Start="52"|End="52"|StrongNumber="651"|UnicodeLemma="ἀποστολή"|Gender="Feminine"|Number="Singular"|FunctionalTag="N-ASF"|Type="Common"|morphId="45001005006"|NormalizedForm="ἀποστολήν"|Case="Accusative"|Unicode="ἀποστολὴν"|FormalTag="N-ASF"|nodeId="450010050060010"|Gloss="apostleship"|LexDomain="053009"|LN="53.73"
45001005007|εἰς|45001005008|prep|id="n45001005007"|ref="ROM 1:5!7"|Cat="prep"|Start="53"|End="53"|StrongNumber="1519"|UnicodeLemma="εἰς"|FunctionalTag="PREP"|Type=""|morphId="45001005007"|NormalizedForm="εἰς"|Unicode="εἰς"|FormalTag="PREP"|nodeId="450010050070010"|Gloss="unto"|LexDomain="089009"|LN="89.57"
45001005008|ὑπακοὴν|45001005003|ADV|id="n45001005008"|ref="ROM 1:5!8"|Cat="noun"|Start="54"|End="54"|StrongNumber="5218"|UnicodeLemma="ὑπακοή"|Gender="Feminine"|Number="Singular"|FunctionalTag="N-ASF"|Type="Common"|morphId="45001005008"|NormalizedForm="ὑπακοήν"|Case="Accusative"|Unicode="ὑπακοὴν"|FormalTag="N-ASF"|nodeId="450010050080010"|Gloss="obedience"|LexDomain="036003"|LN="36.15"
45001005009|πίστεως|45001005008|np|id="n45001005009"|ref="ROM 1:5!9"|Cat="noun"|Start="55"|End="55"|StrongNumber="4102"|UnicodeLemma="πίστις"|Gender="Feminine"|Number="Singular"|FunctionalTag="N-GSF"|Type="Common"|morphId="45001005009"|NormalizedForm="πίστεως"|Case="Genitive"|Unicode="πίστεως"|FormalTag="N-GSF"|nodeId="450010050090010"|Gloss="of faith"|LexDomain="031010"|LN="31.102"
45001005010|ἐν|45001005013|prep|id="n45001005010"|ref="ROM 1:5!10"|Cat="prep"|Start="56"|End="56"|StrongNumber="1722"|UnicodeLemma="ἐν"|FunctionalTag="PREP"|Type=""|morphId="45001005010"|NormalizedForm="ἐν"|Unicode="ἐν"|FormalTag="PREP"|nodeId="450010050100010"|Gloss="among"|LexDomain="083003"|LN="83.9"
45001005011|πᾶσιν|45001005013|adjp|id="n45001005011"|ref="ROM 1:5!11"|Cat="adj"|Start="57"|End="57"|StrongNumber="3956"|UnicodeLemma="πᾶς"|Gender="Neuter"|Number="Plural"|FunctionalTag="A-DPN"|Type=""|morphId="45001005011"|NormalizedForm="πᾶσιν"|Case="Dative"|Unicode="πᾶσιν"|FormalTag="A-DPN"|nodeId="450010050110010"|Gloss="all"|LexDomain="059003"|LN="59.23"
45001005012|τοῖς|45001005013|det|id="n45001005012"|ref="ROM 1:5!12"|Cat="det"|Start="58"|End="58"|StrongNumber="3588"|UnicodeLemma="ὁ"|Gender="Neuter"|Number="Plural"|FunctionalTag="T-DPN"|Type=""|morphId="45001005012"|NormalizedForm="τοῖς"|Case="Dative"|Unicode="τοῖς"|FormalTag="T-DPN"|nodeId="450010050120010"|Gloss="the"|LexDomain="092004"|LN="92.24"
